delay_id,trip_id,stop_id,service_date,delay_minutes,cause
D0000502,T0001883,S0072,2025-01-03,5,Passenger
D0000503,T0000997,S0028,2025-01-04,42,Mechanical
D0000504,T0001482,S0091,2025-01-02,18,Traffic
D0000505,T0001451,S0076,2025-01-02,38,Traffic
D0000506,T0000531,S0036,2025-01-02,6,Weather
D0000507,T0000564,S0005,2025-01-04,12,Signal
D0000508,T0001593,S0067,2025-01-04,41,Mechanical
D0000509,T0000446,S0044,2025-01-06,12,Passenger
D0000510,T0000430,S0075,2025-01-01,26,Traffic
D0000511,T0001658,S0083,2025-01-03,11,Passenger
D0000512,T0000551,S0065,2025-01-06,6,Passenger
D0000513,T0000788,S0043,2025-01-01,36,Traffic
D0000514,T0001303,S0064,2025-01-02,22,Weather
D0000515,T0000187,S0028,2025-01-04,2,Passenger
D0000516,T0001806,S0097,2025-01-07,38,Weather
D0000517,T0001691,S0073,2025-01-06,17,Passenger
D0000518,T0001019,S0044,2025-01-01,24,Signal
D0000519,T0001791,S0094,2025-01-03,2,Weather
D0000520,T0000319,S0022,2025-01-04,1,Weather
D0000521,T0001173,S0089,2025-01-07,27,Weather
D0000522,T0000600,S0002,2025-01-01,25,Signal
D0000523,T0001403,S0052,2025-01-04,34,Mechanical
D0000524,T0000805,S0091,2025-01-04,37,Passenger
D0000525,T0001160,S0016,2025-01-02,16,Weather
D0000526,T0001723,S0066,2025-01-01,23,Mechanical
D0000527,T0001566,S0096,2025-01-06,8,Traffic
D0000528,T0001132,S0076,2025-01-04,10,Passenger
D0000529,T0001839,S0025,2025-01-02,34,Mechanical
D0000530,T0000556,S0012,2025-01-07,19,Traffic
D0000531,T0001886,S0043,2025-01-04,33,Signal
D0000532,T0000930,S0017,2025-01-07,40,Traffic
D0000533,T0001287,S0086,2025-01-04,30,Signal
D0000534,T0001007,S0025,2025-01-03,6,Passenger
D0000535,T0001685,S0002,2025-01-05,32,Mechanical
D0000536,T0000350,S0062,2025-01-03,28,Weather
D0000537,T0000249,S0002,2025-01-02,38,Traffic
D0000538,T0001712,S0010,2025-01-04,15,Mechanical
D0000539,T0001287,S0077,2025-01-07,9,Passenger
D0000540,T0000254,S0072,2025-01-05,20,Signal
D0000541,T0001371,S0086,2025-01-06,44,Traffic
D0000542,T0001076,S0038,2025-01-06,10,Mechanical
D0000543,T0001097,S0058,2025-01-04,13,Weather
D0000544,T0000673,S0013,2025-01-04,18,Traffic
D0000545,T0000476,S0021,2025-01-07,18,Weather
D0000546,T0001383,S0055,2025-01-02,25,Mechanical
D0000547,T0000224,S0002,2025-01-01,16,Traffic
D0000548,T0000099,S0046,2025-01-04,11,Passenger
D0000549,T0000426,S0044,2025-01-06,-10,Weather
D0000550,T0000299,S0084,2025-01-05,6,Weather
D0000551,T0000181,S0070,2025-01-03,23,Weather
D0000552,T0000508,S0071,2025-01-01,41,Traffic
D0000553,T0000411,S0098,2025-01-03,39,Traffic
D0000554,T0001555,S0014,2025-01-07,1,Weather
D0000555,T0001643,S0067,2025-01-04,38,Traffic
D0000556,T0001824,S0006,2025-01-02,3,Weather
D0000557,T0000644,S0002,2025-01-01,26,Weather
D0000558,T0001039,S0079,2025-01-02,35,Signal
D0000559,T0001310,S0097,2025-01-04,10,Passenger
D0000560,T0001338,S0062,2025-01-06,14,Mechanical
D0000561,T0000862,S0033,2025-01-06,45,Traffic
D0000562,T0001584,S0093,2025-01-07,37,Signal
D0000563,T0000187,S0089,2025-01-01,6,Weather
D0000564,T0000250,S0024,2025-01-01,40,Signal
D0000565,T0001426,S0056,2025-01-04,5,Passenger
D0000566,T0000336,S0048,2025-01-07,9,Traffic
D0000567,T0001382,S0083,2025-01-06,13,Signal
D0000568,T0001146,S0023,2025-01-06,1,Weather
D0000569,T0001051,S0037,2025-01-01,34,Signal
D0000570,T0000770,S0046,2025-01-04,4,Weather
D0000571,T0000222,S0082,2025-01-02,12,Traffic
D0000572,T0000160,S0066,2025-01-07,26,Passenger
D0000573,T0001652,S0036,2025-01-03,21,Passenger
D0000574,T0001341,S0094,2025-01-06,31,Traffic
D0000575,T0001278,S0038,2025-01-05,28,Passenger
D0000576,T0000233,S0001,2025-01-04,44,Traffic
D0000577,T0000639,S0076,2025-01-02,23,Weather
D0000578,T0001862,S0020,2025-01-07,5,Signal
D0000579,T0000940,S0065,2025-01-03,4,Mechanical
D0000580,T0000510,S0059,2025-01-01,42,Traffic
D0000581,T0000975,S0091,2025-01-04,43,Passenger
D0000582,T0001502,S0016,2025-01-02,26,Passenger
D0000583,T0001318,S0007,2025-01-06,10,Mechanical
D0000584,T0000595,S0093,2025-01-07,28,Passenger
D0000585,T0000790,S0007,2025-01-04,28,Mechanical
D0000586,T0001600,S0053,2025-01-01,23,Mechanical
D0000587,T0001897,S0054,2025-01-07,6,Mechanical
D0000588,T0000133,S0077,2025-01-07,3,Weather
D0000589,T0001053,S0025,2025-01-02,7,Traffic
D0000590,T0000145,S0006,2025-01-03,45,Passenger
D0000591,T0001562,S0014,2025-01-04,26,Weather
D0000592,T0001461,S0085,2025-01-07,26,Passenger
D0000593,T0001004,S0028,2025-01-04,27,Weather
D0000594,T0001288,S0031,2025-01-05,6,Weather
D0000595,T0001978,S0087,2025-01-03,17,Signal
D0000596,T0001041,S0012,2025-01-06,22,Weather
D0000597,T0000043,S0065,2025-01-01,26,Weather
D0000598,T0000904,S0053,2025-01-01,43,Mechanical
D0000599,T0000819,S0091,2025-01-05,21,Passenger
D0000600,T0000716,S0048,2025-01-03,19,Signal
D0000601,T0001239,S0084,2025-01-03,4,Signal
D0000602,T0001795,S0088,2025-01-02,18,Signal
D0000603,T0000370,S0098,2025-01-04,2,Signal
D0000604,T0000737,S0096,2025-01-04,5,Passenger
D0000605,T0000159,S0056,2025-01-01,7,Signal
D0000606,T0000426,S0012,2025-01-06,30,Signal
D0000607,T0000288,S0028,2025-01-04,44,Passenger
D0000608,T0001131,S0048,2025-01-04,13,Weather
D0000609,T0000470,S0011,2025-01-06,33,Traffic
D0000610,T0001126,S0083,2025-01-04,32,Signal
D0000611,T0001243,S0019,2025-01-04,40,Signal
D0000612,T0000306,S0045,2025-01-01,31,Mechanical
D0000613,T0000635,S0053,2025-01-02,5,Mechanical
D0000614,T0001824,S0091,2025-01-06,33,Passenger
D0000615,T0000536,S0062,2025-01-06,33,Signal
D0000616,T0001269,S0030,2025-01-05,25,Weather
D0000617,T0000884,S0051,2025-01-05,21,Weather
D0000618,T0000702,S0080,2025-01-01,8,Weather
D0000619,T0001468,S0037,2025-01-03,9,Passenger
D0000620,T0001742,S0033,2025-01-04,20,Mechanical
D0000621,T0001486,S0029,2025-01-05,41,Traffic
D0000622,T0000821,S0022,2025-01-05,3,Mechanical
D0000623,T0000847,S0014,2025-01-01,29,Signal
D0000624,T0000338,S0011,2025-01-03,16,Passenger
D0000625,T0000317,S0006,2025-01-04,29,Weather
D0000626,T0001149,S0078,2025-01-06,43,Mechanical
D0000627,T0000953,S0049,2025-01-03,30,Mechanical
D0000628,T0000678,S0013,2025-01-03,6,Traffic
D0000629,T0001052,S0096,2025-01-03,44,Signal
D0000630,T0000235,S0004,2025-01-06,37,Signal
D0000631,T0001896,S0100,2025-01-05,13,Mechanical
D0000632,T0001345,S0016,2025-01-04,42,Weather
D0000633,T0001323,S0079,2025-01-02,35,Signal
D0000634,T0000587,S0047,2025-01-01,2,Signal
D0000635,T0001516,S0017,2025-01-05,33,Traffic
D0000636,T0000290,S0047,2025-01-06,29,Passenger
D0000637,T0001694,S0065,2025-01-01,2,Traffic
D0000638,T0000592,S0047,2025-01-02,2,Passenger
D0000639,T0001435,S0093,2025-01-03,3,Mechanical
D0000640,T0001478,S0083,2025-01-02,22,Weather
D0000641,T0000577,S0025,2025-01-06,43,Weather
D0000642,T0001363,S0047,2025-01-03,35,Signal
D0000643,T0000717,S0027,2025-01-01,2,Weather
D0000644,T0001228,S0024,2025-01-05,32,Passenger
D0000645,T0000561,S0044,2025-01-02,19,Signal
D0000646,T0000144,S0026,2025-01-03,33,Weather
D0000647,T0000957,S0086,2025-01-02,15,Mechanical
D0000648,T0001811,S0076,2025-01-06,34,Mechanical
D0000649,T0000128,S0031,2025-01-01,9,Signal
D0000650,T0000486,S0046,2025-01-01,21,Weather
D0000651,T0000319,S0001,2025-01-04,31,Weather
D0000652,T0000625,S0052,2025-01-05,8,Passenger
D0000653,T0001975,S0074,2025-01-07,21,Passenger
D0000654,T0001499,S0096,2025-01-04,2,Traffic
D0000655,T0001313,S0046,2025-01-07,39,Passenger
D0000656,T0000396,S0084,2025-01-05,3,Signal
D0000657,T0001315,S0077,2025-01-06,37,Mechanical
D0000658,T0000815,S0093,2025-01-06,31,Weather
D0000659,T0001110,S0010,2025-01-01,31,Weather
D0000660,T0000530,S0063,2025-01-02,44,Passenger
D0000661,T0000560,S0087,2025-01-06,44,Mechanical
D0000662,T0000703,S0059,2025-01-06,40,Traffic
D0000663,T0000192,S0072,2025-01-02,3,Traffic
D0000664,T0001670,S0084,2025-01-01,6,Weather
D0000665,T0001447,S0058,2025-01-06,41,Passenger
D0000666,T0000416,S0018,2025-01-01,2,Traffic
D0000667,T0000925,S0001,2025-01-05,36,Signal
D0000668,T0001271,S0085,2025-01-04,39,Mechanical
D0000669,T0001952,S0007,2025-01-04,25,Passenger
D0000670,T0001856,S0083,2025-01-04,44,Weather
D0000671,T0000435,S0069,2025-01-02,32,Mechanical
D0000672,T0001802,S0002,2025-01-01,5,Weather
D0000673,T0000435,S0027,2025-01-02,44,Weather
D0000674,T0000564,S0098,2025-01-01,4,Weather
D0000675,T0001769,S0003,2025-01-05,38,Passenger
D0000676,T0000788,S0005,2025-01-05,45,Traffic
D0000677,T0000111,S0013,2025-01-07,34,Mechanical
D0000678,T0000950,S0089,2025-01-01,27,Weather
D0000679,T0001759,S0065,2025-01-07,13,Mechanical
D0000680,T0001490,S0025,2025-01-04,9,Passenger
D0000681,T0000427,S0081,2025-01-03,5,Weather
D0000682,T0001332,S0015,2025-01-06,42,Passenger
D0000683,T0000357,S0057,2025-01-03,11,Passenger
D0000684,T0000470,S0100,2025-01-06,34,Weather
D0000685,T0000244,S0086,2025-01-01,42,Traffic
D0000686,T0001624,S0069,2025-01-07,41,Traffic
D0000687,T0000474,S0035,2025-01-07,15,Traffic
D0000688,T0000206,S0041,2025-01-07,22,Passenger
D0000689,T0000050,S0011,2025-01-04,34,Weather
D0000690,T0000087,S0042,2025-01-04,15,Weather
D0000691,T0000642,S0053,2025-01-01,39,Weather
D0000692,T0000967,S0085,2025-01-07,12,Traffic
D0000693,T0001137,S0059,2025-01-06,27,Weather
D0000694,T0001351,S0006,2025-01-05,28,Signal
D0000695,T0000739,S0035,2025-01-01,3,Mechanical
D0000696,T0000883,S0093,2025-01-01,38,Passenger
D0000697,T0000912,S0014,2025-01-04,36,Mechanical
D0000698,T0000666,S0043,2025-01-03,22,Signal
D0000699,T0001856,S0004,2025-01-02,17,Signal
D0000700,T0000699,S0076,2025-01-01,24,Weather
D0000701,T0001039,S0043,2025-01-05,10,Signal
D0000702,T0001446,S0039,2025-01-01,5,Signal
D0000703,T0000620,S0098,2025-01-05,40,Signal
D0000704,T0000010,S0073,2025-01-05,34,Mechanical
D0000705,T0001707,S0002,2025-01-02,23,Mechanical
D0000706,T0000163,S0061,2025-01-06,27,Passenger
D0000707,T0001570,S0078,2025-01-02,20,Passenger
D0000708,T0001940,S0044,2025-01-06,2,Signal
D0000709,T0001974,S0001,2025-01-04,36,Signal
D0000710,T0000116,S0080,2025-01-03,9,Mechanical
D0000711,T0000804,S0070,2025-01-01,7,Weather
D0000712,T0001650,S0080,2025-01-07,6,Passenger
D0000713,T0000290,S0062,2025-01-01,23,Weather
D0000714,T0000500,S0038,2025-01-01,19,Passenger
D0000715,T0001550,S0085,2025-01-01,43,Mechanical
D0000716,T0001172,S0044,2025-01-04,10,Signal
D0000717,T0000017,S0092,2025-01-05,42,Passenger
D0000718,T0001968,S0095,2025-01-03,7,Signal
D0000719,T0000645,S0082,2025-01-05,15,Signal
D0000720,T0001169,S0024,2025-01-01,9,Weather
D0000721,T0000862,S0048,2025-01-06,38,Signal
D0000722,T0001531,S0004,2025-01-02,21,Mechanical
D0000723,T0001798,S0042,2025-01-01,45,Signal
D0000724,T0001786,S0091,2025-01-05,25,Signal
D0000725,T0001639,S0075,2025-01-03,40,Traffic
D0000726,T0000873,S0021,2025-01-03,19,Weather
D0000727,T0000754,S0081,2025-01-04,13,Signal
D0000728,T0000994,S0071,2025-01-03,23,Passenger
D0000729,T0001939,S0035,2025-01-06,5,Traffic
D0000730,T0000395,S0005,2025-01-03,4,Mechanical
D0000731,T0001776,S0002,2025-01-02,15,Passenger
D0000732,T0001700,S0068,2025-01-06,15,Passenger
D0000733,T0000723,S0051,2025-01-06,39,Traffic
D0000734,T0000020,S0010,2025-01-02,42,Signal
D0000735,T0001131,S0030,2025-01-02,5,Signal
D0000736,T0000091,S0036,2025-01-02,21,Weather
D0000737,T0000131,S0047,2025-01-05,18,Weather
D0000738,T0001399,S0003,2025-01-07,27,Traffic
D0000739,T0000356,S0024,2025-01-03,44,Signal
D0000740,T0001671,S0075,2025-01-03,42,Signal
D0000741,T0001615,S0095,2025-01-02,6,Mechanical
D0000742,T0001791,S0097,2025-01-03,29,Passenger
D0000743,T0001851,S0042,2025-01-02,45,Weather
D0000744,T0000438,S0025,2025-01-02,1,Weather
D0000745,T0001744,S0060,2025-01-05,4,Signal
D0000746,T0000475,S0053,2025-01-01,38,Weather
D0000747,T0000664,S0068,2025-01-04,43,Signal
D0000748,T0000199,S0018,2025-01-06,24,Mechanical
D0000749,T0000807,S0017,2025-01-06,18,Signal
D0000750,T0001926,S0067,2025-01-02,7,Passenger
D0000751,T0001593,S0005,2025-01-03,24,Signal
D0000752,T0000088,S0096,2025-01-07,12,Passenger
D0000753,T0001621,S0014,2025-01-05,5,Traffic
D0000754,T0001602,S0084,2025-01-03,43,Weather
D0000755,T0000421,S0099,2025-01-04,8,Weather
D0000756,T0001074,S0023,2025-01-04,21,Weather
D0000757,T0000919,S0083,2025-01-03,29,Mechanical
D0000758,T0001681,S0033,2025-01-07,36,Signal
D0000759,T0000123,S0067,2025-01-05,8,Weather
D0000760,T0001482,S0081,2025-01-01,14,Passenger
D0000761,T0000347,S0020,2025-01-05,24,Signal
D0000762,T0000635,S0056,2025-01-04,3,Traffic
D0000763,T0000727,S0043,2025-01-04,2,Mechanical
D0000764,T0000789,S0067,2025-01-05,4,Signal
D0000765,T0001964,S0024,2025-01-06,44,Weather
D0000766,T0000992,S0067,2025-01-07,14,Weather
D0000767,T0001980,S0081,2025-01-07,8,Weather
D0000768,T0000810,S0035,2025-01-04,36,Traffic
D0000769,T0000536,S0034,2025-01-01,9,Traffic
D0000770,T0000322,S0096,2025-01-02,32,Weather
D0000771,T0000415,S0074,2025-01-03,24,Signal
D0000772,T0001190,S0051,2025-01-07,19,Passenger
D0000773,T0000318,S0098,2025-01-01,8,Signal
D0000774,T0001318,S0029,2025-01-05,32,Signal
D0000775,T0001155,S0001,2025-01-01,9,Passenger
D0000776,T0001334,S0042,2025-01-03,5,Traffic
D0000777,T0000834,S0007,2025-01-01,4,Passenger
D0000778,T0001543,S0042,2025-01-06,23,Passenger
D0000779,T0000953,S0072,2025-01-05,5,Traffic
D0000780,T0001862,S0031,2025-01-05,44,Signal
D0000781,T0000534,S0095,2025-01-01,28,Passenger
D0000782,T0000426,S0076,2025-01-05,32,Signal
D0000783,T0000347,S0045,2025-01-01,37,Weather
D0000784,T0001011,S0003,2025-01-06,19,Weather
D0000785,T0000795,S0084,2025-01-04,28,Passenger
D0000786,T0001819,S0044,2025-01-03,33,Mechanical
D0000787,T0001177,S0012,2025-01-02,33,Signal
D0000788,T0001153,S0046,2025-01-06,12,Weather
D0000789,T0000652,S0047,2025-01-05,17,Weather
D0000790,T0001462,S0093,2025-01-02,43,Traffic
D0000791,T0000422,S0029,2025-01-01,4,Traffic
D0000792,T0001635,S0086,2025-01-06,23,Passenger
D0000793,T0000061,S0063,2025-01-02,3,Signal
D0000794,T0000402,S0012,2025-01-07,40,Signal
D0000795,T0000122,S0042,2025-01-01,31,Traffic
D0000796,T0001587,S0031,2025-01-01,23,Mechanical
D0000797,T0001026,S0005,2025-01-06,31,Signal
D0000798,T0001335,S0055,2025-01-07,21,Mechanical
D0000799,T0000397,S0048,2025-01-02,1,Signal
D0000800,T0001755,S0021,2025-01-02,44,Mechanical
D0000801,T0001522,S0028,2025-01-05,14,Mechanical
D0000802,T0000990,S0024,2025-01-07,4,Signal
D0000803,T0001111,S0097,2025-01-02,39,Mechanical
D0000804,T0000450,S0049,2025-01-02,14,Traffic
D0000805,T0001576,S0090,2025-01-01,44,Passenger
D0000806,T0000728,S0051,2025-01-03,3,Traffic
D0000807,T0000752,S0020,2025-01-02,14,Passenger
D0000808,T0001534,S0093,2025-01-03,9,Passenger
D0000809,T0001106,S0090,2025-01-03,14,Weather
D0000810,T0001374,S0060,2025-01-01,3,Signal
D0000811,T0001954,S0046,2025-01-07,24,Mechanical
D0000812,T0000492,S0044,2025-01-07,5,Traffic
D0000813,T0000250,S0043,2025-01-01,13,Traffic
D0000814,T0001251,S0035,2025-01-01,13,Traffic
D0000815,T0000586,S0097,2025-01-04,12,Mechanical
D0000816,T0001897,S0044,2025-01-06,39,Traffic
D0000817,T0000374,S0056,2025-01-06,4,Traffic
D0000818,T0000591,S0054,2025-01-01,12,Passenger
D0000819,T0000770,S0056,2025-01-06,29,Signal
D0000820,T0000709,S0018,2025-01-03,11,Passenger
D0000821,T0000291,S0100,2025-01-05,28,Signal
D0000822,T0001492,S0016,2025-01-07,40,Passenger
D0000823,T0001096,S0032,2025-01-01,-10,Traffic
D0000824,T0001812,S0072,2025-01-07,17,Weather
D0000825,T0001194,S0084,2025-01-04,5,Traffic
D0000826,T0000487,S0023,2025-01-05,17,Traffic
D0000827,T0000397,S0073,2025-01-05,45,Signal
D0000828,T0001596,S0091,2025-01-04,16,Weather
D0000829,T0001544,S0023,2025-01-05,33,Traffic
D0000830,T0001393,S0070,2025-01-01,30,Passenger
D0000831,T0001973,S0044,2025-01-04,23,Traffic
D0000832,T0000409,S0054,2025-01-05,45,Passenger
D0000833,T0000268,S0094,2025-01-03,16,Weather
D0000834,T0000248,S0064,2025-01-02,17,Passenger
D0000835,T0000407,S0098,2025-01-03,18,Passenger
D0000836,T0001064,S0019,2025-01-04,14,Mechanical
D0000837,T0001249,S0004,2025-01-07,19,Weather
D0000838,T0000437,S0004,2025-01-05,44,Passenger
D0000839,T0001115,S0072,2025-01-06,1,Signal
D0000840,T0001568,S0100,2025-01-05,14,Passenger
D0000841,T0001555,S0062,2025-01-06,44,Signal
D0000842,T0000553,S0086,2025-01-01,44,Passenger
D0000843,T0001033,S0007,2025-01-02,34,Passenger
D0000844,T0000864,S0013,2025-01-01,42,Signal
D0000845,T0000828,S0069,2025-01-07,4,Traffic
D0000846,T0000297,S0061,2025-01-04,2,Signal
D0000847,T0001108,S0045,2025-01-06,42,Weather
D0000848,T0001212,S0004,2025-01-03,17,Signal
D0000849,T0000456,S0035,2025-01-05,30,Signal
D0000850,T0000850,S0089,2025-01-02,13,Weather
D0000851,T0000268,S0012,2025-01-04,1,Signal
D0000852,T0001780,S0067,2025-01-05,44,Passenger
D0000853,T0001407,S0032,2025-01-06,38,Signal
D0000854,T0000557,S0061,2025-01-04,27,Weather
D0000855,T0000827,S0074,2025-01-06,34,Signal
D0000856,T0000880,S0005,2025-01-07,28,Traffic
D0000857,T0000609,S0045,2025-01-05,17,Passenger
D0000858,T0001131,S0075,2025-01-07,11,Mechanical
D0000859,T0001397,S0007,2025-01-06,37,Traffic
D0000860,T0000999,S0006,2025-01-05,42,Traffic
D0000861,T0001460,S0068,2025-01-02,13,Mechanical
D0000862,T0001618,S0005,2025-01-07,4,Passenger
D0000863,T0000335,S0010,2025-01-06,42,Passenger
D0000864,T0000347,S0049,2025-01-04,16,Weather
D0000865,T0000420,S0024,2025-01-02,18,Signal
D0000866,T0001027,S0030,2025-01-01,15,Mechanical
D0000867,T0001934,S0034,2025-01-06,43,Passenger
D0000868,T0001624,S0008,2025-01-07,-10,Traffic
D0000869,T0001792,S0033,2025-01-06,10,Traffic
D0000870,T0000442,S0064,2025-01-07,27,Signal
D0000871,T0000356,S0048,2025-01-04,36,Passenger
D0000872,T0001642,S0072,2025-01-07,3,Mechanical
D0000873,T0000294,S0067,2025-01-06,15,Mechanical
D0000874,T0000824,S0078,2025-01-07,12,Passenger
D0000875,T0001377,S0001,2025-01-04,28,Mechanical
D0000876,T0000336,S0037,2025-01-06,31,Weather
D0000877,T0001047,S0091,2025-01-06,27,Weather
D0000878,T0001052,S0032,2025-01-03,21,Mechanical
D0000879,T0001097,S0063,2025-01-01,42,Traffic
D0000880,T0000897,S0076,2025-01-05,25,Mechanical
D0000881,T0001953,S0071,2025-01-01,23,Weather
D0000882,T0001022,S0049,2025-01-06,21,Passenger
D0000883,T0001837,S0009,2025-01-06,39,Weather
D0000884,T0001202,S0048,2025-01-07,41,Mechanical
D0000885,T0001393,S0079,2025-01-03,37,Passenger
D0000886,T0000772,S0055,2025-01-03,19,Weather
D0000887,T0000558,S0085,2025-01-07,4,Traffic
D0000888,T0000571,S0051,2025-01-02,25,Traffic
D0000889,T0001356,S0057,2025-01-04,8,Traffic
D0000890,T0001437,S0053,2025-01-06,26,Passenger
D0000891,T0001346,S0095,2025-01-06,18,Signal
D0000892,T0000104,S0023,2025-01-07,42,Mechanical
D0000893,T0000272,S0050,2025-01-06,17,Passenger
D0000894,T0000009,S0054,2025-01-05,30,Traffic
D0000895,T0000504,S0031,2025-01-03,41,Signal
D0000896,T0001337,S0043,2025-01-02,32,Traffic
D0000897,T0001908,S0014,2025-01-03,6,Weather
D0000898,T0000939,S0040,2025-01-06,27,Mechanical
D0000899,T0001648,S0092,2025-01-04,38,Mechanical
D0000900,T0001734,S0096,2025-01-03,36,Passenger
D0000901,T0001049,S0056,2025-01-04,30,Signal
D0000902,T0001651,S0092,2025-01-03,32,Traffic
D0000903,T0000839,S0063,2025-01-02,6,Mechanical
D0000904,T0000380,S0019,2025-01-01,44,Weather
D0000905,T0001307,S0009,2025-01-06,27,Weather
D0000906,T0001401,S0020,2025-01-05,29,Traffic
D0000907,T0000066,S0077,2025-01-04,24,Passenger
D0000908,T0001059,S0099,2025-01-03,4,Traffic
D0000909,T0000938,S0033,2025-01-03,19,Weather
D0000910,T0001195,S0095,2025-01-07,5,Passenger
D0000911,T0000407,S0031,2025-01-04,20,Passenger
D0000912,T0000319,S0095,2025-01-01,42,Traffic
D0000913,T0001823,S0067,2025-01-01,28,Mechanical
D0000914,T0001534,S0079,2025-01-03,26,Traffic
D0000915,T0000166,S0094,2025-01-02,16,Signal
D0000916,T0001583,S0052,2025-01-02,38,Traffic
D0000917,T0000193,S0061,2025-01-04,29,Traffic
D0000918,T0000148,S0046,2025-01-02,29,Mechanical
D0000919,T0000479,S0003,2025-01-01,29,Signal
D0000920,T0000393,S0026,2025-01-03,32,Signal
D0000921,T0000302,S0029,2025-01-03,36,Mechanical
D0000922,T0001090,S0030,2025-01-02,7,Weather
D0000923,T0001986,S0064,2025-01-05,4,Signal
D0000924,T0001402,S0023,2025-01-07,7,Traffic
D0000925,T0000891,S0012,2025-01-07,26,Traffic
D0000926,T0000013,S0005,2025-01-04,23,Signal
D0000927,T0001222,S0023,2025-01-01,7,Signal
D0000928,T0001864,S0005,2025-01-03,19,Signal
D0000929,T0001995,S0036,2025-01-04,11,Signal
D0000930,T0001198,S0044,2025-01-05,31,Passenger
D0000931,T0001115,S0022,2025-01-05,23,Mechanical
D0000932,T0000092,S0100,2025-01-05,9,Signal
D0000933,T0000988,S0073,2025-01-03,25,Traffic
D0000934,T0000170,S0099,2025-01-05,2,Passenger
D0000935,T0001752,S0032,2025-01-07,4,Traffic
D0000936,T0000486,S0008,2025-01-07,19,Signal
D0000937,T0001217,S0060,2025-01-05,32,Passenger
D0000938,T0000611,S0068,2025-01-07,15,Traffic
D0000939,T0000429,S0073,2025-01-05,26,Signal
D0000940,T0001532,S0023,2025-01-04,7,Passenger
D0000941,T0000379,S0017,2025-01-05,19,Passenger
D0000942,T0001101,S0055,2025-01-02,35,Weather
D0000943,T0000424,S0045,2025-01-01,39,Mechanical
D0000944,T0001163,S0049,2025-01-03,13,Signal
D0000945,T0001738,S0026,2025-01-01,12,Passenger
D0000946,T0001876,S0066,2025-01-03,29,Weather
D0000947,T0000224,S0076,2025-01-01,19,Passenger
D0000948,T0000723,S0012,2025-01-04,43,Passenger
D0000949,T0000141,S0075,2025-01-07,15,Signal
D0000950,T0000455,S0094,2025-01-01,45,Passenger
D0000951,T0001389,S0046,2025-01-04,30,Weather
D0000952,T0000782,S0015,2025-01-07,31,Mechanical
D0000953,T0000500,S0035,2025-01-04,41,Weather
D0000954,T0000063,S0015,2025-01-07,4,Traffic
D0000955,T0001880,S0037,2025-01-06,38,Weather
D0000956,T0001141,S0072,2025-01-07,15,Passenger
D0000957,T0000781,S0087,2025-01-01,36,Passenger
D0000958,T0001865,S0071,2025-01-02,40,Passenger
D0000959,T0001772,S0074,2025-01-04,24,Weather
D0000960,T0000041,S0015,2025-01-06,12,Passenger
D0000961,T0000994,S0006,2025-01-07,28,Weather
D0000962,T0001365,S0054,2025-01-01,9,Signal
D0000963,T0001549,S0037,2025-01-01,37,Mechanical
D0000964,T0000959,S0057,2025-01-03,35,Passenger
D0000965,T0000963,S0081,2025-01-03,4,Signal
D0000966,T0000363,S0022,2025-01-04,35,Signal
D0000967,T0000583,S0099,2025-01-07,16,Weather
D0000968,T0000920,S0001,2025-01-06,38,Mechanical
D0000969,T0000401,S0047,2025-01-03,9,Mechanical
D0000970,T0000681,S0007,2025-01-02,8,Weather
D0000971,T0001545,S0016,2025-01-02,45,Passenger
D0000972,T0001792,S0099,2025-01-05,21,Mechanical
D0000973,T0000992,S0048,2025-01-05,32,Mechanical
D0000974,T0001063,S0055,2025-01-03,36,Weather
D0000975,T0001760,S0073,2025-01-01,26,Mechanical
D0000976,T0001689,S0015,2025-01-02,8,Weather
D0000977,T0000271,S0087,2025-01-07,11,Traffic
D0000978,T0000952,S0023,2025-01-07,35,Weather
D0000979,T0001500,S0040,2025-01-04,41,Signal
D0000980,T0000160,S0044,2025-01-07,29,Passenger
D0000981,T0001651,S0018,2025-01-06,37,Weather
D0000982,T0000947,S0062,2025-01-06,44,Mechanical
D0000983,T0001601,S0057,2025-01-03,9,Signal
D0000984,T0000838,S0063,2025-01-02,41,Passenger
D0000985,T0001126,S0063,2025-01-03,40,Weather
D0000986,T0001223,S0100,2025-01-03,2,Weather
D0000987,T0001221,S0048,2025-01-06,2,Traffic
D0000988,T0000031,S0064,2025-01-07,28,Passenger
D0000989,T0000624,S0048,2025-01-02,27,Mechanical
D0000990,T0000795,S0054,2025-01-04,26,Weather
D0000991,T0001846,S0016,2025-01-06,27,Mechanical
D0000992,T0001707,S0046,2025-01-07,16,Mechanical
D0000993,T0001779,S0077,2025-01-02,36,Weather
D0000994,T0000136,S0010,2025-01-07,23,Mechanical
D0000995,T0000468,S0054,2025-01-06,1,Weather
D0000996,T0001222,S0073,2025-01-03,2,Mechanical
D0000997,T0000605,S0030,2025-01-05,1,Weather
D0000998,T0001442,S0047,2025-01-01,15,Mechanical
D0000999,T0001994,S0016,2025-01-04,34,Weather
D0001000,T0000922,S0022,2025-01-04,1,Signal
