trip_id,route_id,vehicle_id,service_date,scheduled_start,status
T0000481,R011,V0010,2025-01-05,08:00:00,Completed
T0000482,R001,V0003,2025-01-01,08:00:00,Completed
T0000483,R003,V0043,2025-01-01,08:00:00,Completed
T0000484,R005,V0027,2025-01-05,08:00:00,Completed
T0000485,R017,V0009,2025-01-04,08:00:00,Completed
T0000486,R020,V0012,2025-01-05,08:00:00,Completed
T0000487,R013,V0010,2025-01-04,08:00:00,Completed
T0000488,R001,V0045,2025-01-06,08:00:00,Completed
T0000489,R015,V0015,2025-01-07,08:00:00,Completed
T0000490,R010,V0043,2025-01-03,08:00:00,Completed
T0000491,R014,V0050,2025-01-02,08:00:00,Completed
T0000492,R015,V0025,2025-01-02,08:00:00,Completed
T0000493,R006,V0036,2025-01-02,08:00:00,Completed
T0000494,R009,V0006,2025-01-05,08:00:00,Completed
T0000495,R011,V0044,2025-01-04,08:00:00,Completed
T0000496,R003,V0043,2025-01-03,08:00:00,Completed
T0000497,R017,V0014,2025-01-03,08:00:00,Completed
T0000498,R011,V0034,2025-01-06,08:00:00,Completed
T0000499,R004,V0013,2025-01-01,08:00:00,Completed
T0000500,R002,V0045,2025-01-02,08:00:00,Completed
T0000501,R006,V0015,2025-01-03,08:00:00,Completed
T0000502,R016,V0009,2025-01-03,08:00:00,Completed
T0000503,R002,V0031,2025-01-05,08:00:00,Completed
T0000504,R017,V0048,2025-01-06,08:00:00,Completed
T0000505,R004,V0017,2025-01-01,08:00:00,Completed
T0000506,R013,V0048,2025-01-02,08:00:00,Completed
T0000507,R012,V0023,2025-01-07,08:00:00,Completed
T0000508,R007,V0036,2025-01-07,08:00:00,Completed
T0000509,R011,V0009,2025-01-01,08:00:00,Completed
T0000510,R008,V0013,2025-01-01,08:00:00,Completed
T0000511,R019,V0040,2025-01-04,08:00:00,Completed
T0000512,R017,V0043,2025-01-06,08:00:00,Completed
T0000513,R003,V0022,2025-01-02,08:00:00,Completed
T0000514,R011,V0041,2025-01-01,08:00:00,Completed
T0000515,R003,V0016,2025-01-05,08:00:00,Completed
T0000516,R003,V0037,2025-01-04,08:00:00,Completed
T0000517,R005,V0010,2025-01-04,08:00:00,Completed
T0000518,R018,V0030,2025-01-03,08:00:00,Completed
T0000519,R012,V0033,2025-01-06,08:00:00,Completed
T0000520,R006,V0023,2025-01-04,08:00:00,Completed
T0000521,R009,V0025,2025-01-04,08:00:00,Completed
T0000522,R011,V0022,2025-01-05,08:00:00,Completed
T0000523,R005,V0038,2025-01-03,08:00:00,Completed
T0000524,R007,V0025,2025-01-02,08:00:00,Completed
T0000525,R005,V0032,2025-01-05,08:00:00,Completed
T0000526,R015,V0008,2025-01-04,08:00:00,Completed
T0000527,R009,V0021,2025-01-07,08:00:00,Completed
T0000528,R020,V0001,2025-01-01,08:00:00,Completed
T0000529,R013,V0027,2025-01-03,08:00:00,Completed
T0000530,R014,V0016,2025-01-07,08:00:00,Completed
T0000531,R016,V0023,2025-01-02,08:00:00,Completed
T0000532,R004,V0009,2025-01-04,08:00:00,Completed
T0000533,R014,V0023,2025-01-02,08:00:00,Completed
T0000534,R015,V0033,2025-01-07,08:00:00,Completed
T0000535,R018,V0004,2025-01-05,08:00:00,Completed
T0000536,R019,V0031,2025-01-06,08:00:00,Completed
T0000537,R012,V0027,2025-01-05,08:00:00,Completed
T0000538,R005,V0009,2025-01-02,08:00:00,Completed
T0000539,R003,V0046,2025-01-05,08:00:00,Completed
T0000540,R007,V0020,2025-01-05,08:00:00,Completed
T0000541,R020,V0015,2025-01-02,08:00:00,Completed
T0000542,R001,V0011,2025-01-01,08:00:00,Completed
T0000543,R019,V0020,2025-01-02,08:00:00,Completed
T0000544,R015,V0045,2025-01-02,08:00:00,Completed
T0000545,R012,V0046,2025-01-05,08:00:00,Completed
T0000546,R014,V0032,2025-01-03,08:00:00,Completed
T0000547,R016,V0050,2025-01-04,08:00:00,Completed
T0000548,R006,V0049,2025-01-03,08:00:00,Completed
T0000549,R001,V0019,2025-01-05,08:00:00,Completed
T0000550,R020,V0040,2025-01-05,08:00:00,Completed
T0000551,R010,V0004,2025-01-03,08:00:00,Completed
T0000552,R011,V0034,2025-01-04,08:00:00,Completed
T0000553,R012,V0020,2025-01-05,08:00:00,Completed
T0000554,R011,V0023,2025-01-01,08:00:00,Completed
T0000555,R018,V0010,2025-01-07,08:00:00,Completed
T0000556,R005,V0041,2025-01-02,08:00:00,Completed
T0000557,R010,V0047,2025-01-07,08:00:00,Completed
T0000558,R008,V0021,2025-01-07,08:00:00,Completed
T0000559,R014,V0008,2025-01-05,08:00:00,Completed
T0000560,R019,V0037,2025-01-02,08:00:00,Completed
T0000561,R010,V0010,2025-01-06,08:00:00,Completed
T0000562,R005,V0044,2025-01-01,08:00:00,Completed
T0000563,R006,V0029,2025-01-05,08:00:00,Completed
T0000564,R012,V0030,2025-01-07,08:00:00,Completed
T0000565,R008,V0038,2025-01-06,08:00:00,Completed
T0000566,R005,V0037,2025-01-03,08:00:00,Completed
T0000567,R006,V0031,2025-01-02,08:00:00,Completed
T0000568,R020,V0034,2025-01-07,08:00:00,Completed
T0000569,R009,V0019,2025-01-01,08:00:00,Completed
T0000570,R009,V0012,2025-01-04,08:00:00,Completed
T0000571,R008,V0007,2025-01-03,08:00:00,Completed
T0000572,R011,V0048,2025-01-05,08:00:00,Completed
T0000573,R017,V0026,2025-01-05,08:00:00,Completed
T0000574,R005,V0029,2025-01-04,08:00:00,Completed
T0000575,R006,V0026,2025-01-07,08:00:00,Cancelled
T0000576,R012,V0032,2025-01-04,08:00:00,Completed
T0000577,R015,V0047,2025-01-05,08:00:00,Completed
T0000578,R015,V0011,2025-01-07,08:00:00,Completed
T0000579,R011,V0039,2025-01-01,08:00:00,Completed
T0000580,R013,V0050,2025-01-07,08:00:00,Completed
T0000581,R009,V0033,2025-01-03,08:00:00,Completed
T0000582,R011,V0024,2025-01-02,08:00:00,Completed
T0000583,R018,V0002,2025-01-03,08:00:00,Completed
T0000584,R010,V0005,2025-01-05,08:00:00,Completed
T0000585,R013,V0020,2025-01-05,08:00:00,Completed
T0000586,R006,V0002,2025-01-02,08:00:00,Completed
T0000587,R005,V0003,2025-01-05,08:00:00,Completed
T0000588,R020,V0029,2025-01-03,08:00:00,Completed
T0000589,R004,V0011,2025-01-06,08:00:00,Completed
T0000590,R006,V0027,2025-01-04,08:00:00,Completed
T0000591,R008,V0004,2025-01-03,08:00:00,Completed
T0000592,R009,V0011,2025-01-06,08:00:00,Completed
T0000593,R002,V0021,2025-01-03,08:00:00,Completed
T0000594,R001,V0019,2025-01-01,08:00:00,Completed
T0000595,R011,V0007,2025-01-05,08:00:00,Completed
T0000596,R008,V0036,2025-01-07,08:00:00,Completed
T0000597,R004,V0018,2025-01-01,08:00:00,Completed
T0000598,R001,V0012,2025-01-05,08:00:00,Completed
T0000599,R004,V0019,2025-01-03,08:00:00,Completed
T0000600,R006,V0018,2025-01-05,08:00:00,Completed
T0000601,R007,V0005,2025-01-07,08:00:00,Completed
T0000602,R010,V0035,2025-01-02,08:00:00,Completed
T0000603,R003,V0009,2025-01-07,08:00:00,Completed
T0000604,R011,V0014,2025-01-03,08:00:00,Completed
T0000605,R012,V0017,2025-01-06,08:00:00,Completed
T0000606,R002,V0006,2025-01-05,08:00:00,Completed
T0000607,R020,V0009,2025-01-06,08:00:00,Completed
T0000608,R004,V0046,2025-01-03,08:00:00,Completed
T0000609,R002,V0025,2025-01-04,08:00:00,Completed
T0000610,R015,V0049,2025-01-02,08:00:00,Completed
T0000611,R001,V0031,2025-01-07,08:00:00,Completed
T0000612,R018,V0008,2025-01-05,08:00:00,Completed
T0000613,R014,V0050,2025-01-01,08:00:00,Completed
T0000614,R011,V0022,2025-01-07,08:00:00,Completed
T0000615,R017,V0039,2025-01-04,08:00:00,Completed
T0000616,R003,V0006,2025-01-04,08:00:00,Completed
T0000617,R002,V0046,2025-01-06,08:00:00,Completed
T0000618,R006,V0041,2025-01-06,08:00:00,Completed
T0000619,R007,V0005,2025-01-07,08:00:00,Completed
T0000620,R011,V0012,2025-01-04,08:00:00,Completed
T0000621,R019,V0050,2025-01-07,08:00:00,Completed
T0000622,R007,V0003,2025-01-05,08:00:00,Completed
T0000623,R003,V0026,2025-01-03,08:00:00,Completed
T0000624,R004,V0032,2025-01-04,08:00:00,Completed
T0000625,R011,V0009,2025-01-01,08:00:00,Completed
T0000626,R001,V0034,2025-01-05,08:00:00,Completed
T0000627,R003,V0039,2025-01-02,08:00:00,Completed
T0000628,R002,V0005,2025-01-05,08:00:00,Completed
T0000629,R011,V0041,2025-01-07,08:00:00,Completed
T0000630,R007,V0048,2025-01-07,08:00:00,Completed
T0000631,R009,V0026,2025-01-02,08:00:00,Completed
T0000632,R013,V0039,2025-01-01,08:00:00,Completed
T0000633,R017,V0030,2025-01-03,08:00:00,Completed
T0000634,R006,V0035,2025-01-03,08:00:00,Completed
T0000635,R011,V0027,2025-01-04,08:00:00,Completed
T0000636,R015,V0025,2025-01-03,08:00:00,Completed
T0000637,R012,V0041,2025-01-02,08:00:00,Completed
T0000638,R007,V0010,2025-01-05,08:00:00,Completed
T0000639,R014,V0013,2025-01-01,08:00:00,Completed
T0000640,R012,V0038,2025-01-01,08:00:00,Completed
T0000641,R016,V0017,2025-01-06,08:00:00,Completed
T0000642,R006,V0029,2025-01-03,08:00:00,Completed
T0000643,R004,V0007,2025-01-05,08:00:00,Completed
T0000644,R013,V0023,2025-01-06,08:00:00,Completed
T0000645,R004,V0037,2025-01-03,08:00:00,Completed
T0000646,R004,V0025,2025-01-07,08:00:00,Completed
T0000647,R008,V0008,2025-01-04,08:00:00,Completed
T0000648,R004,V0020,2025-01-03,08:00:00,Completed
T0000649,R005,V0035,2025-01-02,08:00:00,Completed
T0000650,R003,V0018,2025-01-01,08:00:00,Completed
T0000651,R010,V0032,2025-01-07,08:00:00,Completed
T0000652,R012,V0004,2025-01-01,08:00:00,Completed
T0000653,R001,V0033,2025-01-02,08:00:00,Completed
T0000654,R008,V0048,2025-01-01,08:00:00,Completed
T0000655,R014,V0040,2025-01-03,08:00:00,Completed
T0000656,R020,V0043,2025-01-01,08:00:00,Completed
T0000657,R014,V0025,2025-01-05,08:00:00,Completed
T0000658,R018,V0040,2025-01-06,08:00:00,Completed
T0000659,R011,V0035,2025-01-03,08:00:00,Completed
T0000660,R008,V0020,2025-01-05,08:00:00,Completed
T0000661,R010,V0049,2025-01-01,08:00:00,Completed
T0000662,R013,V0006,2025-01-06,08:00:00,Completed
T0000663,R002,V0018,2025-01-07,08:00:00,Completed
T0000664,R011,V0005,2025-01-05,08:00:00,Completed
T0000665,R006,V0015,2025-01-05,08:00:00,Completed
T0000666,R016,V0015,2025-01-02,08:00:00,Completed
T0000667,R014,V0012,2025-01-02,08:00:00,Completed
T0000668,R007,V0027,2025-01-06,08:00:00,Completed
T0000669,R015,V0004,2025-01-06,08:00:00,Completed
T0000670,R013,V0011,2025-01-06,08:00:00,Completed
T0000671,R007,V0026,2025-01-01,08:00:00,Completed
T0000672,R012,V0014,2025-01-05,08:00:00,Completed
T0000673,R019,V0034,2025-01-06,08:00:00,Completed
T0000674,R010,V0013,2025-01-06,08:00:00,Completed
T0000675,R015,V0029,2025-01-06,08:00:00,Completed
T0000676,R018,V0039,2025-01-01,08:00:00,Completed
T0000677,R013,V0037,2025-01-05,08:00:00,Completed
T0000678,R005,V0041,2025-01-01,08:00:00,Completed
T0000679,R004,V0022,2025-01-03,08:00:00,Completed
T0000680,R017,V0030,2025-01-06,08:00:00,Completed
T0000681,R003,V0040,2025-01-07,08:00:00,Completed
T0000682,R001,V0008,2025-01-02,08:00:00,Completed
T0000683,R017,V0023,2025-01-03,08:00:00,Completed
T0000684,R001,V0024,2025-01-01,08:00:00,Completed
T0000685,R014,V0027,2025-01-01,08:00:00,Completed
T0000686,R015,V0006,2025-01-05,08:00:00,Completed
T0000687,R014,V0028,2025-01-07,08:00:00,Completed
T0000688,R014,V0019,2025-01-03,08:00:00,Completed
T0000689,R013,V0014,2025-01-04,08:00:00,Completed
T0000690,R017,V0044,2025-01-04,08:00:00,Completed
T0000691,R006,V0002,2025-01-04,08:00:00,Completed
T0000692,R019,V0011,2025-01-05,08:00:00,Completed
T0000693,R015,V0021,2025-01-06,08:00:00,Completed
T0000694,R001,V0035,2025-01-03,08:00:00,Completed
T0000695,R010,V0026,2025-01-07,08:00:00,Completed
T0000696,R012,V0034,2025-01-02,08:00:00,Completed
T0000697,R018,V0011,2025-01-02,08:00:00,Completed
T0000698,R008,V0024,2025-01-05,08:00:00,Completed
T0000699,R016,V0026,2025-01-03,08:00:00,Completed
T0000700,R016,V0043,2025-01-05,08:00:00,Completed
T0000701,R001,V0037,2025-01-01,08:00:00,Completed
T0000702,R004,V0033,2025-01-02,08:00:00,Completed
T0000703,R008,V0031,2025-01-06,08:00:00,Completed
T0000704,R002,V0032,2025-01-03,08:00:00,Completed
T0000705,R017,V0042,2025-01-05,08:00:00,Completed
T0000706,R006,V0024,2025-01-03,08:00:00,Completed
T0000707,R019,V0022,2025-01-01,08:00:00,Completed
T0000708,R012,V0041,2025-01-02,08:00:00,Completed
T0000709,R016,V0033,2025-01-07,08:00:00,Completed
T0000710,R014,V0009,2025-01-04,08:00:00,Completed
T0000711,R008,V0035,2025-01-03,08:00:00,Completed
T0000712,R005,V0050,2025-01-06,08:00:00,Completed
T0000713,R015,V0004,2025-01-03,08:00:00,Completed
T0000714,R004,V0037,2025-01-06,08:00:00,Completed
T0000715,R017,V0008,2025-01-03,08:00:00,Completed
T0000716,R013,V0023,2025-01-05,08:00:00,Completed
T0000717,R003,V0011,2025-01-02,08:00:00,Completed
T0000718,R001,V0048,2025-01-07,08:00:00,Completed
T0000719,R010,V0002,2025-01-06,08:00:00,Completed
T0000720,R010,V0011,2025-01-01,08:00:00,Completed
T0000721,R018,V0034,2025-01-05,08:00:00,Completed
T0000722,R018,V0044,2025-01-06,08:00:00,Completed
T0000723,R008,V0007,2025-01-07,08:00:00,Completed
T0000724,R019,V0042,2025-01-07,08:00:00,Completed
T0000725,R014,V0020,2025-01-04,08:00:00,Completed
T0000726,R012,V0024,2025-01-04,08:00:00,Completed
T0000727,R015,V0012,2025-01-05,08:00:00,Completed
T0000728,R007,V0002,2025-01-05,08:00:00,Completed
T0000729,R012,V0013,2025-01-01,08:00:00,Completed
T0000730,R003,V0038,2025-01-07,08:00:00,Completed
T0000731,R007,V0017,2025-01-03,08:00:00,Completed
T0000732,R001,V0010,2025-01-07,08:00:00,Completed
T0000733,R016,V0024,2025-01-06,08:00:00,Completed
T0000734,R019,V0036,2025-01-01,08:00:00,Completed
T0000735,R011,V0040,2025-01-07,08:00:00,Completed
T0000736,R008,V0007,2025-01-07,08:00:00,Completed
T0000737,R018,V0019,2025-01-01,08:00:00,Completed
T0000738,R010,V0004,2025-01-04,08:00:00,Completed
T0000739,R001,V0041,2025-01-02,08:00:00,Completed
T0000740,R015,V0027,2025-01-01,08:00:00,Completed
T0000741,R013,V0022,2025-01-03,08:00:00,Completed
T0000742,R019,V0011,2025-01-03,08:00:00,Completed
T0000743,R015,V0035,2025-01-04,08:00:00,Completed
T0000744,R002,V0047,2025-01-02,08:00:00,Completed
T0000745,R016,V0030,2025-01-04,08:00:00,Completed
T0000746,R014,V0040,2025-01-06,08:00:00,Completed
T0000747,R017,V0040,2025-01-07,08:00:00,Completed
T0000748,R018,V0019,2025-01-07,08:00:00,Completed
T0000749,R007,V0015,2025-01-01,08:00:00,Completed
T0000750,R020,V0032,2025-01-03,08:00:00,Completed
T0000751,R003,V0006,2025-01-07,08:00:00,Completed
T0000752,R005,V0004,2025-01-06,08:00:00,Completed
T0000753,R007,V0019,2025-01-05,08:00:00,Cancelled
T0000754,R010,V0026,2025-01-07,08:00:00,Completed
T0000755,R005,V0028,2025-01-05,08:00:00,Completed
T0000756,R003,V0019,2025-01-01,08:00:00,Completed
T0000757,R003,V0028,2025-01-05,08:00:00,Completed
T0000758,R018,V0025,2025-01-01,08:00:00,Completed
T0000759,R012,V0039,2025-01-06,08:00:00,Completed
T0000760,R013,V0021,2025-01-06,08:00:00,Completed
T0000761,R020,V0030,2025-01-04,08:00:00,Completed
T0000762,R014,V0026,2025-01-01,08:00:00,Completed
T0000763,R020,V0010,2025-01-07,08:00:00,Completed
T0000764,R007,V0015,2025-01-05,08:00:00,Cancelled
T0000765,R008,V0036,2025-01-04,08:00:00,Completed
T0000766,R012,V0015,2025-01-06,08:00:00,Completed
T0000767,R013,V0044,2025-01-02,08:00:00,Completed
T0000768,R015,V0029,2025-01-01,08:00:00,Completed
T0000769,R014,V0001,2025-01-03,08:00:00,Completed
T0000770,R016,V0021,2025-01-03,08:00:00,Completed
T0000771,R009,V0036,2025-01-01,08:00:00,Completed
T0000772,R020,V0002,2025-01-01,08:00:00,Cancelled
T0000773,R015,V0025,2025-01-02,08:00:00,Completed
T0000774,R020,V0005,2025-01-01,08:00:00,Completed
T0000775,R017,V0042,2025-01-05,08:00:00,Cancelled
T0000776,R003,V0004,2025-01-02,08:00:00,Completed
T0000777,R014,V0045,2025-01-04,08:00:00,Completed
T0000778,R018,V0015,2025-01-07,08:00:00,Completed
T0000779,R015,V0013,2025-01-02,08:00:00,Completed
T0000780,R019,V0013,2025-01-01,08:00:00,Completed
T0000781,R008,V0039,2025-01-04,08:00:00,Completed
T0000782,R005,V0050,2025-01-03,08:00:00,Completed
T0000783,R018,V0015,2025-01-03,08:00:00,Completed
T0000784,R010,V0042,2025-01-02,08:00:00,Completed
T0000785,R020,V0031,2025-01-02,08:00:00,Completed
T0000786,R004,V0001,2025-01-01,08:00:00,Completed
T0000787,R006,V0047,2025-01-03,08:00:00,Completed
T0000788,R017,V0040,2025-01-05,08:00:00,Completed
T0000789,R008,V0033,2025-01-05,08:00:00,Completed
T0000790,R005,V0040,2025-01-03,08:00:00,Completed
T0000791,R003,V0012,2025-01-02,08:00:00,Completed
T0000792,R008,V0013,2025-01-06,08:00:00,Completed
T0000793,R011,V0011,2025-01-02,08:00:00,Completed
T0000794,R008,V0042,2025-01-03,08:00:00,Completed
T0000795,R008,V0005,2025-01-01,08:00:00,Completed
T0000796,R015,V0031,2025-01-03,08:00:00,Completed
T0000797,R018,V0050,2025-01-03,08:00:00,Completed
T0000798,R007,V0015,2025-01-04,08:00:00,Completed
T0000799,R018,V0042,2025-01-06,08:00:00,Completed
T0000800,R004,V0015,2025-01-07,08:00:00,Completed
T0000801,R017,V0016,2025-01-01,08:00:00,Completed
T0000802,R005,V0033,2025-01-04,08:00:00,Completed
T0000803,R020,V0018,2025-01-06,08:00:00,Completed
T0000804,R016,V0002,2025-01-07,08:00:00,Completed
T0000805,R012,V0035,2025-01-03,08:00:00,Completed
T0000806,R005,V0001,2025-01-04,08:00:00,Completed
T0000807,R008,V0008,2025-01-06,08:00:00,Completed
T0000808,R012,V0011,2025-01-02,08:00:00,Completed
T0000809,R003,V0047,2025-01-03,08:00:00,Completed
T0000810,R015,V0043,2025-01-06,08:00:00,Completed
T0000811,R002,V0049,2025-01-01,08:00:00,Completed
T0000812,R014,V0012,2025-01-03,08:00:00,Completed
T0000813,R013,V0034,2025-01-07,08:00:00,Completed
T0000814,R008,V0043,2025-01-01,08:00:00,Completed
T0000815,R007,V0046,2025-01-06,08:00:00,Completed
T0000816,R002,V0003,2025-01-05,08:00:00,Completed
T0000817,R002,V0030,2025-01-04,08:00:00,Completed
T0000818,R013,V0046,2025-01-04,08:00:00,Completed
T0000819,R013,V0049,2025-01-04,08:00:00,Completed
T0000820,R015,V0002,2025-01-02,08:00:00,Completed
T0000821,R016,V0040,2025-01-01,08:00:00,Completed
T0000822,R011,V0007,2025-01-07,08:00:00,Completed
T0000823,R011,V0037,2025-01-04,08:00:00,Completed
T0000824,R012,V0015,2025-01-06,08:00:00,Completed
T0000825,R011,V0007,2025-01-06,08:00:00,Completed
T0000826,R001,V0020,2025-01-03,08:00:00,Completed
T0000827,R010,V0032,2025-01-06,08:00:00,Completed
T0000828,R018,V0013,2025-01-05,08:00:00,Completed
T0000829,R006,V0038,2025-01-07,08:00:00,Completed
T0000830,R005,V0044,2025-01-01,08:00:00,Completed
T0000831,R012,V0004,2025-01-05,08:00:00,Completed
T0000832,R006,V0027,2025-01-04,08:00:00,Cancelled
T0000833,R007,V0019,2025-01-06,08:00:00,Completed
T0000834,R012,V0027,2025-01-02,08:00:00,Completed
T0000835,R001,V0015,2025-01-03,08:00:00,Completed
T0000836,R002,V0022,2025-01-07,08:00:00,Completed
T0000837,R004,V0018,2025-01-04,08:00:00,Completed
T0000838,R012,V0032,2025-01-07,08:00:00,Completed
T0000839,R015,V0033,2025-01-07,08:00:00,Completed
T0000840,R004,V0021,2025-01-05,08:00:00,Completed
T0000841,R015,V0039,2025-01-01,08:00:00,Completed
T0000842,R014,V0003,2025-01-02,08:00:00,Completed
T0000843,R009,V0035,2025-01-07,08:00:00,Completed
T0000844,R009,V0033,2025-01-07,08:00:00,Completed
T0000845,R019,V0012,2025-01-03,08:00:00,Completed
T0000846,R003,V0019,2025-01-04,08:00:00,Completed
T0000847,R016,V0004,2025-01-02,08:00:00,Completed
T0000848,R017,V0046,2025-01-07,08:00:00,Completed
T0000849,R007,V0021,2025-01-03,08:00:00,Completed
T0000850,R001,V0013,2025-01-04,08:00:00,Completed
T0000851,R006,V0040,2025-01-07,08:00:00,Completed
T0000852,R002,V0047,2025-01-07,08:00:00,Completed
T0000853,R018,V0026,2025-01-01,08:00:00,Completed
T0000854,R003,V0040,2025-01-06,08:00:00,Completed
T0000855,R009,V0048,2025-01-02,08:00:00,Completed
T0000856,R006,V0006,2025-01-06,08:00:00,Completed
T0000857,R002,V0047,2025-01-03,08:00:00,Completed
T0000858,R009,V0010,2025-01-04,08:00:00,Completed
T0000859,R001,V0026,2025-01-04,08:00:00,Completed
T0000860,R020,V0026,2025-01-02,08:00:00,Completed
T0000861,R001,V0025,2025-01-02,08:00:00,Completed
T0000862,R007,V0039,2025-01-05,08:00:00,Completed
T0000863,R001,V0010,2025-01-04,08:00:00,Completed
T0000864,R018,V0036,2025-01-05,08:00:00,Completed
T0000865,R007,V0006,2025-01-05,08:00:00,Completed
T0000866,R015,V0007,2025-01-06,08:00:00,Completed
T0000867,R010,V0045,2025-01-05,08:00:00,Completed
T0000868,R001,V0016,2025-01-06,08:00:00,Completed
T0000869,R003,V0016,2025-01-03,08:00:00,Completed
T0000870,R014,V0007,2025-01-01,08:00:00,Completed
T0000871,R005,V0007,2025-01-02,08:00:00,Completed
T0000872,R003,V0033,2025-01-01,08:00:00,Completed
T0000873,R003,V0012,2025-01-03,08:00:00,Completed
T0000874,R004,V0025,2025-01-03,08:00:00,Completed
T0000875,R017,V0049,2025-01-05,08:00:00,Completed
T0000876,R018,V0043,2025-01-04,08:00:00,Completed
T0000877,R004,V0028,2025-01-02,08:00:00,Completed
T0000878,R010,V0008,2025-01-05,08:00:00,Cancelled
T0000879,R010,V0047,2025-01-02,08:00:00,Completed
T0000880,R015,V0006,2025-01-03,08:00:00,Completed
T0000881,R010,V0002,2025-01-02,08:00:00,Completed
T0000882,R014,V0025,2025-01-06,08:00:00,Completed
T0000883,R019,V0029,2025-01-06,08:00:00,Completed
T0000884,R017,V0022,2025-01-05,08:00:00,Completed
T0000885,R020,V0047,2025-01-04,08:00:00,Completed
T0000886,R017,V0043,2025-01-02,08:00:00,Completed
T0000887,R004,V0049,2025-01-03,08:00:00,Completed
T0000888,R019,V0046,2025-01-04,08:00:00,Completed
T0000889,R006,V0032,2025-01-05,08:00:00,Completed
T0000890,R017,V0008,2025-01-06,08:00:00,Completed
T0000891,R015,V0025,2025-01-06,08:00:00,Completed
T0000892,R004,V0038,2025-01-06,08:00:00,Completed
T0000893,R003,V0037,2025-01-05,08:00:00,Completed
T0000894,R016,V0039,2025-01-05,08:00:00,Completed
T0000895,R014,V0038,2025-01-03,08:00:00,Completed
T0000896,R004,V0008,2025-01-07,08:00:00,Completed
T0000897,R007,V0041,2025-01-02,08:00:00,Completed
T0000898,R009,V0031,2025-01-04,08:00:00,Completed
T0000899,R010,V0048,2025-01-03,08:00:00,Completed
T0000900,R011,V0038,2025-01-04,08:00:00,Completed
T0000901,R003,V0023,2025-01-04,08:00:00,Completed
T0000902,R018,V0018,2025-01-01,08:00:00,Completed
T0000903,R017,V0037,2025-01-04,08:00:00,Completed
T0000904,R014,V0020,2025-01-04,08:00:00,Completed
T0000905,R014,V0048,2025-01-04,08:00:00,Completed
T0000906,R015,V0036,2025-01-07,08:00:00,Completed
T0000907,R015,V0027,2025-01-03,08:00:00,Completed
T0000908,R020,V0037,2025-01-07,08:00:00,Completed
T0000909,R016,V0033,2025-01-07,08:00:00,Completed
T0000910,R014,V0037,2025-01-04,08:00:00,Completed
T0000911,R020,V0045,2025-01-01,08:00:00,Completed
T0000912,R017,V0045,2025-01-04,08:00:00,Completed
T0000913,R019,V0015,2025-01-07,08:00:00,Cancelled
T0000914,R005,V0020,2025-01-06,08:00:00,Completed
T0000915,R003,V0037,2025-01-04,08:00:00,Completed
T0000916,R016,V0033,2025-01-05,08:00:00,Completed
T0000917,R001,V0048,2025-01-03,08:00:00,Completed
T0000918,R012,V0003,2025-01-05,08:00:00,Completed
T0000919,R008,V0024,2025-01-02,08:00:00,Completed
T0000920,R014,V0016,2025-01-05,08:00:00,Completed
T0000921,R013,V0036,2025-01-04,08:00:00,Completed
T0000922,R016,V0047,2025-01-05,08:00:00,Completed
T0000923,R018,V0042,2025-01-04,08:00:00,Completed
T0000924,R016,V0047,2025-01-05,08:00:00,Completed
T0000925,R019,V0031,2025-01-03,08:00:00,Completed
T0000926,R020,V0004,2025-01-02,08:00:00,Completed
T0000927,R004,V0031,2025-01-03,08:00:00,Completed
T0000928,R009,V0024,2025-01-02,08:00:00,Completed
T0000929,R006,V0003,2025-01-05,08:00:00,Completed
T0000930,R015,V0049,2025-01-07,08:00:00,Completed
T0000931,R003,V0033,2025-01-07,08:00:00,Completed
T0000932,R020,V0004,2025-01-02,08:00:00,Completed
T0000933,R003,V0026,2025-01-02,08:00:00,Completed
T0000934,R004,V0025,2025-01-03,08:00:00,Completed
T0000935,R012,V0044,2025-01-03,08:00:00,Completed
T0000936,R005,V0042,2025-01-04,08:00:00,Completed
T0000937,R012,V0016,2025-01-03,08:00:00,Completed
T0000938,R013,V0001,2025-01-05,08:00:00,Completed
T0000939,R018,V0032,2025-01-07,08:00:00,Completed
T0000940,R012,V0026,2025-01-01,08:00:00,Completed
T0000941,R017,V0032,2025-01-01,08:00:00,Completed
T0000942,R018,V0049,2025-01-05,08:00:00,Completed
T0000943,R018,V0003,2025-01-04,08:00:00,Completed
T0000944,R012,V0021,2025-01-03,08:00:00,Completed
T0000945,R016,V0025,2025-01-06,08:00:00,Completed
T0000946,R017,V0050,2025-01-04,08:00:00,Completed
T0000947,R014,V0006,2025-01-07,08:00:00,Completed
T0000948,R003,V0034,2025-01-07,08:00:00,Completed
T0000949,R003,V0042,2025-01-05,08:00:00,Completed
T0000950,R016,V0011,2025-01-03,08:00:00,Completed
T0000951,R005,V0049,2025-01-05,08:00:00,Completed
T0000952,R012,V0011,2025-01-04,08:00:00,Completed
T0000953,R005,V0012,2025-01-07,08:00:00,Completed
T0000954,R011,V0047,2025-01-03,08:00:00,Completed
T0000955,R007,V0005,2025-01-03,08:00:00,Completed
T0000956,R009,V0033,2025-01-04,08:00:00,Completed
T0000957,R019,V0006,2025-01-02,08:00:00,Completed
T0000958,R007,V0042,2025-01-02,08:00:00,Completed
T0000959,R020,V0002,2025-01-07,08:00:00,Completed
T0000960,R003,V0045,2025-01-07,08:00:00,Completed
T0000961,R013,V0007,2025-01-07,08:00:00,Completed
