count_id,trip_id,stop_id,timestamp,boarding_count,alighting_count
PC0000436,T0001984,S0083,2025-01-01 08:10:00,27,6
PC0000437,T0001499,S0014,2025-01-01 08:10:00,10,8
PC0000438,T0000724,S0058,2025-01-01 08:10:00,11,12
PC0000439,T0001107,S0083,2025-01-01 08:10:00,0,26
PC0000440,T0001676,S0018,2025-01-01 08:10:00,46,17
PC0000441,T0000815,S0095,2025-01-01 08:10:00,49,2
PC0000442,T0001988,S0003,2025-01-01 08:10:00,1,10
PC0000443,T0001289,S0062,2025-01-01 08:10:00,31,16
PC0000444,T0001455,S0070,2025-01-01 08:10:00,16,25
PC0000445,T0001541,S0006,2025-01-01 08:10:00,40,7
PC0000446,T0001277,S0068,2025-01-01 08:10:00,15,18
PC0000447,T0001124,S0044,2025-01-01 08:10:00,29,26
PC0000448,T0001496,S0099,2025-01-01 08:10:00,30,13
PC0000449,T0000971,S0082,2025-01-01 08:10:00,0,8
PC0000450,T0000270,S0062,2025-01-01 08:10:00,38,14
PC0000451,T0001473,S0033,2025-01-01 08:10:00,30,4
PC0000452,T0000098,S0023,2025-01-01 08:10:00,19,15
PC0000453,T0000468,S0062,2025-01-01 08:10:00,18,16
PC0000454,T0001011,S0048,2025-01-01 08:10:00,3,14
PC0000455,T0001768,S0002,2025-01-01 08:10:00,44,7
PC0000456,T0000003,S0047,2025-01-01 08:10:00,20,21
PC0000457,T0000137,S0079,2025-01-01 08:10:00,44,23
PC0000458,T0001930,S0025,2025-01-01 08:10:00,6,19
PC0000459,T0000544,S0043,2025-01-01 08:10:00,25,29
PC0000460,T0001677,S0076,2025-01-01 08:10:00,44,2
PC0000461,T0001082,S0023,2025-01-01 08:10:00,27,2
PC0000462,T0001975,S0045,2025-01-01 08:10:00,39,16
PC0000463,T0000729,S0062,2025-01-01 08:10:00,41,5
PC0000464,T0001142,S0087,2025-01-01 08:10:00,44,2
PC0000465,T0000919,S0095,2025-01-01 08:10:00,37,7
PC0000466,T0000760,S0023,2025-01-01 08:10:00,50,28
PC0000467,T0001425,S0078,2025-01-01 08:10:00,14,24
PC0000468,T0000085,S0005,2025-01-01 08:10:00,29,5
PC0000469,T0001365,S0014,2025-01-01 08:10:00,50,25
PC0000470,T0001526,S0084,2025-01-01 08:10:00,32,3
PC0000471,T0001311,S0003,2025-01-01 08:10:00,42,19
PC0000472,T0000865,S0010,2025-01-01 08:10:00,40,28
PC0000473,T0000604,S0082,2025-01-01 08:10:00,17,18
PC0000474,T0000317,S0097,2025-01-01 08:10:00,19,21
PC0000475,T0000419,S0012,2025-01-01 08:10:00,50,15
PC0000476,T0001749,S0030,2025-01-01 08:10:00,15,2
PC0000477,T0000643,S0043,2025-01-01 08:10:00,1,20
PC0000478,T0001498,S0087,2025-01-01 08:10:00,43,14
PC0000479,T0000580,S0085,2025-01-01 08:10:00,28,30
PC0000480,T0001711,S0091,2025-01-01 08:10:00,19,10
PC0000481,T0000544,S0079,2025-01-01 08:10:00,37,22
PC0000482,T0001304,S0017,2025-01-01 08:10:00,26,0
PC0000483,T0000463,S0096,2025-01-01 08:10:00,11,27
PC0000484,T0001225,S0024,2025-01-01 08:10:00,45,27
PC0000485,T0000113,S0028,2025-01-01 08:10:00,10,26
PC0000486,T0001088,S0009,2025-01-01 08:10:00,36,28
PC0000487,T0000003,S0007,2025-01-01 08:10:00,45,5
PC0000488,T0000592,S0098,2025-01-01 08:10:00,19,5
PC0000489,T0000011,S0059,2025-01-01 08:10:00,5,16
PC0000490,T0000914,S0039,2025-01-01 08:10:00,31,10
PC0000491,T0001476,S0095,2025-01-01 08:10:00,1,4
PC0000492,T0000402,S0052,2025-01-01 08:10:00,36,6
PC0000493,T0001312,S0079,2025-01-01 08:10:00,22,6
PC0000494,T0001939,S0065,2025-01-01 08:10:00,1,16
PC0000495,T0000510,S0091,2025-01-01 08:10:00,7,15
PC0000496,T0001812,S0062,2025-01-01 08:10:00,29,16
PC0000497,T0000703,S0080,2025-01-01 08:10:00,14,16
PC0000498,T0000717,S0100,2025-01-01 08:10:00,6,16
PC0000499,T0000131,S0004,2025-01-01 08:10:00,28,11
PC0000500,T0001323,S0026,2025-01-01 08:10:00,32,27
PC0000501,T0001331,S0039,2025-01-01 08:10:00,39,23
PC0000502,T0001251,S0039,2025-01-01 08:10:00,24,14
PC0000503,T0000829,S0063,2025-01-01 08:10:00,31,14
PC0000504,T0001898,S0067,2025-01-01 08:10:00,24,13
PC0000505,T0001948,S0087,2025-01-01 08:10:00,11,12
PC0000506,T0000641,S0049,2025-01-01 08:10:00,21,22
PC0000507,T0001206,S0055,2025-01-01 08:10:00,3,30
PC0000508,T0000737,S0093,2025-01-01 08:10:00,44,13
PC0000509,T0000241,S0007,2025-01-01 08:10:00,12,7
PC0000510,T0000185,S0053,2025-01-01 08:10:00,1,17
PC0000511,T0001701,S0067,2025-01-01 08:10:00,12,28
PC0000512,T0000537,S0063,2025-01-01 08:10:00,21,17
PC0000513,T0001027,S0056,2025-01-01 08:10:00,34,26
PC0000514,T0001623,S0037,2025-01-01 08:10:00,40,22
PC0000515,T0000372,S0054,2025-01-01 08:10:00,30,2
PC0000516,T0001592,S0003,2025-01-01 08:10:00,26,8
PC0000517,T0000255,S0070,2025-01-01 08:10:00,45,3
PC0000518,T0000992,S0058,2025-01-01 08:10:00,31,13
PC0000519,T0000514,S0008,2025-01-01 08:10:00,14,20
PC0000520,T0000702,S0003,2025-01-01 08:10:00,30,2
PC0000521,T0000012,S0099,2025-01-01 08:10:00,15,13
PC0000522,T0001089,S0079,2025-01-01 08:10:00,31,17
PC0000523,T0000676,S0098,2025-01-01 08:10:00,17,13
PC0000524,T0001510,S0078,2025-01-01 08:10:00,27,19
PC0000525,T0001780,S0091,2025-01-01 08:10:00,44,6
PC0000526,T0000868,S0033,2025-01-01 08:10:00,500,23
PC0000527,T0001290,S0027,2025-01-01 08:10:00,33,14
PC0000528,T0001537,S0013,2025-01-01 08:10:00,7,4
PC0000529,T0001885,S0055,2025-01-01 08:10:00,2,0
PC0000530,T0001058,S0050,2025-01-01 08:10:00,32,26
PC0000531,T0001928,S0076,2025-01-01 08:10:00,30,1
PC0000532,T0001861,S0035,2025-01-01 08:10:00,10,14
PC0000533,T0000404,S0096,2025-01-01 08:10:00,3,0
PC0000534,T0001998,S0061,2025-01-01 08:10:00,49,4
PC0000535,T0000214,S0006,2025-01-01 08:10:00,27,16
PC0000536,T0001191,S0059,2025-01-01 08:10:00,24,22
PC0000537,T0000679,S0025,2025-01-01 08:10:00,33,0
PC0000538,T0000958,S0077,2025-01-01 08:10:00,21,18
PC0000539,T0001421,S0094,2025-01-01 08:10:00,19,9
PC0000540,T0001481,S0006,2025-01-01 08:10:00,6,26
PC0000541,T0000061,S0006,2025-01-01 08:10:00,49,22
PC0000542,T0001123,S0010,2025-01-01 08:10:00,45,19
PC0000543,T0000469,S0065,2025-01-01 08:10:00,39,3
PC0000544,T0000713,S0061,2025-01-01 08:10:00,34,18
PC0000545,T0000451,S0041,2025-01-01 08:10:00,0,21
PC0000546,T0001772,S0079,2025-01-01 08:10:00,29,13
PC0000547,T0001706,S0038,2025-01-01 08:10:00,34,12
PC0000548,T0000719,S0093,2025-01-01 08:10:00,34,6
PC0000549,T0000594,S0032,2025-01-01 08:10:00,14,20
PC0000550,T0001638,S0058,2025-01-01 08:10:00,18,26
PC0000551,T0001545,S0029,2025-01-01 08:10:00,13,13
PC0000552,T0001479,S0054,2025-01-01 08:10:00,38,18
PC0000553,T0000803,S0022,2025-01-01 08:10:00,500,15
PC0000554,T0001262,S0048,2025-01-01 08:10:00,6,4
PC0000555,T0001814,S0017,2025-01-01 08:10:00,32,23
PC0000556,T0000820,S0017,2025-01-01 08:10:00,46,11
PC0000557,T0000099,S0035,2025-01-01 08:10:00,50,9
PC0000558,T0001195,S0039,2025-01-01 08:10:00,46,14
PC0000559,T0000667,S0021,2025-01-01 08:10:00,11,4
PC0000560,T0000102,S0078,2025-01-01 08:10:00,10,21
PC0000561,T0001290,S0049,2025-01-01 08:10:00,36,16
PC0000562,T0001129,S0083,2025-01-01 08:10:00,3,8
PC0000563,T0001198,S0016,2025-01-01 08:10:00,40,14
PC0000564,T0001007,S0070,2025-01-01 08:10:00,35,21
PC0000565,T0001061,S0049,2025-01-01 08:10:00,18,18
PC0000566,T0000104,S0070,2025-01-01 08:10:00,34,4
PC0000567,T0000314,S0055,2025-01-01 08:10:00,2,6
PC0000568,T0000261,S0061,2025-01-01 08:10:00,22,0
PC0000569,T0001470,S0023,2025-01-01 08:10:00,45,13
PC0000570,T0001581,S0084,2025-01-01 08:10:00,49,14
PC0000571,T0001448,S0010,2025-01-01 08:10:00,15,8
PC0000572,T0001671,S0043,2025-01-01 08:10:00,48,8
PC0000573,T0000910,S0020,2025-01-01 08:10:00,2,23
PC0000574,T0000444,S0068,2025-01-01 08:10:00,4,17
PC0000575,T0000695,S0085,2025-01-01 08:10:00,34,12
PC0000576,T0001558,S0062,2025-01-01 08:10:00,0,23
PC0000577,T0001535,S0004,2025-01-01 08:10:00,11,18
PC0000578,T0000236,S0082,2025-01-01 08:10:00,33,7
PC0000579,T0000908,S0005,2025-01-01 08:10:00,37,0
PC0000580,T0000813,S0042,2025-01-01 08:10:00,48,17
PC0000581,T0000100,S0050,2025-01-01 08:10:00,19,10
PC0000582,T0001065,S0053,2025-01-01 08:10:00,22,12
PC0000583,T0001902,S0061,2025-01-01 08:10:00,17,30
PC0000584,T0001491,S0027,2025-01-01 08:10:00,32,21
PC0000585,T0000034,S0041,2025-01-01 08:10:00,23,7
PC0000586,T0000854,S0078,2025-01-01 08:10:00,32,19
PC0000587,T0000724,S0081,2025-01-01 08:10:00,2,23
PC0000588,T0000493,S0087,2025-01-01 08:10:00,0,3
PC0000589,T0000932,S0096,2025-01-01 08:10:00,2,17
PC0000590,T0000784,S0094,2025-01-01 08:10:00,6,24
PC0000591,T0000830,S0002,2025-01-01 08:10:00,19,22
PC0000592,T0000193,S0097,2025-01-01 08:10:00,49,11
PC0000593,T0001012,S0012,2025-01-01 08:10:00,41,6
PC0000594,T0000445,S0057,2025-01-01 08:10:00,47,16
PC0000595,T0001997,S0061,2025-01-01 08:10:00,5,2
PC0000596,T0001155,S0082,2025-01-01 08:10:00,34,3
PC0000597,T0000020,S0004,2025-01-01 08:10:00,45,20
PC0000598,T0000503,S0041,2025-01-01 08:10:00,48,24
PC0000599,T0001424,S0031,2025-01-01 08:10:00,50,17
PC0000600,T0001789,S0070,2025-01-01 08:10:00,32,17
PC0000601,T0001319,S0021,2025-01-01 08:10:00,32,23
PC0000602,T0000789,S0038,2025-01-01 08:10:00,2,3
PC0000603,T0000654,S0028,2025-01-01 08:10:00,9,12
PC0000604,T0001417,S0065,2025-01-01 08:10:00,32,26
PC0000605,T0001412,S0027,2025-01-01 08:10:00,28,16
PC0000606,T0001449,S0067,2025-01-01 08:10:00,49,14
PC0000607,T0001647,S0046,2025-01-01 08:10:00,2,24
PC0000608,T0001460,S0053,2025-01-01 08:10:00,41,5
PC0000609,T0000421,S0055,2025-01-01 08:10:00,36,12
PC0000610,T0001621,S0069,2025-01-01 08:10:00,25,0
PC0000611,T0001769,S0099,2025-01-01 08:10:00,16,24
PC0000612,T0001775,S0063,2025-01-01 08:10:00,8,30
PC0000613,T0001334,S0050,2025-01-01 08:10:00,50,13
PC0000614,T0001854,S0074,2025-01-01 08:10:00,32,23
PC0000615,T0000066,S0082,2025-01-01 08:10:00,9,24
PC0000616,T0001633,S0089,2025-01-01 08:10:00,29,29
PC0000617,T0000462,S0068,2025-01-01 08:10:00,26,22
PC0000618,T0001124,S0013,2025-01-01 08:10:00,35,27
PC0000619,T0000405,S0084,2025-01-01 08:10:00,31,17
PC0000620,T0001525,S0055,2025-01-01 08:10:00,31,1
PC0000621,T0001952,S0002,2025-01-01 08:10:00,0,18
PC0000622,T0000186,S0065,2025-01-01 08:10:00,19,0
PC0000623,T0001727,S0093,2025-01-01 08:10:00,29,3
PC0000624,T0001999,S0072,2025-01-01 08:10:00,35,24
PC0000625,T0000677,S0043,2025-01-01 08:10:00,15,3
PC0000626,T0000345,S0091,2025-01-01 08:10:00,38,3
PC0000627,T0001274,S0058,2025-01-01 08:10:00,25,4
PC0000628,T0000184,S0051,2025-01-01 08:10:00,38,8
PC0000629,T0001855,S0089,2025-01-01 08:10:00,5,9
PC0000630,T0001093,S0016,2025-01-01 08:10:00,34,3
PC0000631,T0001196,S0066,2025-01-01 08:10:00,11,21
PC0000632,T0001331,S0044,2025-01-01 08:10:00,31,28
PC0000633,T0000961,S0025,2025-01-01 08:10:00,37,28
PC0000634,T0001297,S0066,2025-01-01 08:10:00,38,14
PC0000635,T0001944,S0022,2025-01-01 08:10:00,44,3
PC0000636,T0000140,S0039,2025-01-01 08:10:00,50,15
PC0000637,T0000094,S0099,2025-01-01 08:10:00,25,27
PC0000638,T0001977,S0084,2025-01-01 08:10:00,34,26
PC0000639,T0000250,S0049,2025-01-01 08:10:00,13,16
PC0000640,T0001650,S0002,2025-01-01 08:10:00,35,22
PC0000641,T0000049,S0052,2025-01-01 08:10:00,22,26
PC0000642,T0000751,S0049,2025-01-01 08:10:00,42,4
PC0000643,T0000357,S0007,2025-01-01 08:10:00,30,25
PC0000644,T0000449,S0077,2025-01-01 08:10:00,39,30
PC0000645,T0001414,S0084,2025-01-01 08:10:00,12,10
PC0000646,T0000930,S0060,2025-01-01 08:10:00,40,19
PC0000647,T0001351,S0059,2025-01-01 08:10:00,19,23
PC0000648,T0001210,S0072,2025-01-01 08:10:00,28,5
PC0000649,T0001690,S0079,2025-01-01 08:10:00,26,17
PC0000650,T0000306,S0022,2025-01-01 08:10:00,13,7
PC0000651,T0000748,S0059,2025-01-01 08:10:00,26,16
PC0000652,T0000489,S0080,2025-01-01 08:10:00,11,28
PC0000653,T0001772,S0057,2025-01-01 08:10:00,37,3
PC0000654,T0001053,S0071,2025-01-01 08:10:00,31,27
PC0000655,T0001904,S0091,2025-01-01 08:10:00,5,15
PC0000656,T0001893,S0036,2025-01-01 08:10:00,38,30
PC0000657,T0001660,S0082,2025-01-01 08:10:00,17,26
PC0000658,T0001601,S0060,2025-01-01 08:10:00,24,10
PC0000659,T0001696,S0094,2025-01-01 08:10:00,42,3
PC0000660,T0001859,S0025,2025-01-01 08:10:00,47,15
PC0000661,T0000059,S0071,2025-01-01 08:10:00,48,13
PC0000662,T0001071,S0057,2025-01-01 08:10:00,33,12
PC0000663,T0001384,S0011,2025-01-01 08:10:00,14,3
PC0000664,T0001321,S0049,2025-01-01 08:10:00,6,16
PC0000665,T0001877,S0029,2025-01-01 08:10:00,11,16
PC0000666,T0001420,S0079,2025-01-01 08:10:00,20,6
PC0000667,T0001383,S0094,2025-01-01 08:10:00,42,1
PC0000668,T0000290,S0019,2025-01-01 08:10:00,39,20
PC0000669,T0001762,S0022,2025-01-01 08:10:00,48,15
PC0000670,T0000361,S0031,2025-01-01 08:10:00,36,24
PC0000671,T0001396,S0010,2025-01-01 08:10:00,14,11
PC0000672,T0001423,S0047,2025-01-01 08:10:00,36,1
PC0000673,T0000236,S0009,2025-01-01 08:10:00,32,0
PC0000674,T0001035,S0062,2025-01-01 08:10:00,37,21
PC0000675,T0000258,S0078,2025-01-01 08:10:00,30,16
PC0000676,T0001765,S0011,2025-01-01 08:10:00,34,15
PC0000677,T0001489,S0033,2025-01-01 08:10:00,42,8
PC0000678,T0001052,S0072,2025-01-01 08:10:00,7,15
PC0000679,T0000796,S0021,2025-01-01 08:10:00,47,17
PC0000680,T0001263,S0075,2025-01-01 08:10:00,38,17
PC0000681,T0001755,S0026,2025-01-01 08:10:00,18,17
PC0000682,T0000616,S0003,2025-01-01 08:10:00,41,12
PC0000683,T0001914,S0070,2025-01-01 08:10:00,11,17
PC0000684,T0001374,S0087,2025-01-01 08:10:00,16,21
PC0000685,T0001838,S0044,2025-01-01 08:10:00,50,7
PC0000686,T0001096,S0086,2025-01-01 08:10:00,16,20
PC0000687,T0001797,S0031,2025-01-01 08:10:00,17,3
PC0000688,T0000387,S0004,2025-01-01 08:10:00,19,0
PC0000689,T0000273,S0061,2025-01-01 08:10:00,24,25
PC0000690,T0001971,S0057,2025-01-01 08:10:00,30,29
PC0000691,T0001977,S0056,2025-01-01 08:10:00,42,17
PC0000692,T0001246,S0058,2025-01-01 08:10:00,32,26
PC0000693,T0001185,S0005,2025-01-01 08:10:00,30,7
PC0000694,T0001554,S0076,2025-01-01 08:10:00,26,15
PC0000695,T0001935,S0053,2025-01-01 08:10:00,33,8
PC0000696,T0000166,S0045,2025-01-01 08:10:00,31,18
PC0000697,T0001151,S0048,2025-01-01 08:10:00,10,20
PC0000698,T0001667,S0028,2025-01-01 08:10:00,23,24
PC0000699,T0000957,S0021,2025-01-01 08:10:00,-5,15
PC0000700,T0001457,S0050,2025-01-01 08:10:00,28,25
PC0000701,T0001920,S0034,2025-01-01 08:10:00,41,29
PC0000702,T0001608,S0088,2025-01-01 08:10:00,1,22
PC0000703,T0000138,S0009,2025-01-01 08:10:00,44,20
PC0000704,T0001609,S0092,2025-01-01 08:10:00,43,24
PC0000705,T0001569,S0014,2025-01-01 08:10:00,49,17
PC0000706,T0000643,S0046,2025-01-01 08:10:00,8,21
PC0000707,T0000225,S0086,2025-01-01 08:10:00,14,21
PC0000708,T0000003,S0052,2025-01-01 08:10:00,11,22
PC0000709,T0001740,S0090,2025-01-01 08:10:00,46,8
PC0000710,T0000166,S0041,2025-01-01 08:10:00,0,1
PC0000711,T0001063,S0043,2025-01-01 08:10:00,17,24
PC0000712,T0000878,S0015,2025-01-01 08:10:00,500,14
PC0000713,T0000286,S0023,2025-01-01 08:10:00,0,10
PC0000714,T0001696,S0001,2025-01-01 08:10:00,8,5
PC0000715,T0001229,S0029,2025-01-01 08:10:00,46,28
PC0000716,T0000355,S0089,2025-01-01 08:10:00,16,15
PC0000717,T0001252,S0060,2025-01-01 08:10:00,37,20
PC0000718,T0000954,S0036,2025-01-01 08:10:00,37,22
PC0000719,T0001185,S0014,2025-01-01 08:10:00,12,2
PC0000720,T0001907,S0049,2025-01-01 08:10:00,45,19
PC0000721,T0000654,S0045,2025-01-01 08:10:00,11,15
PC0000722,T0000441,S0001,2025-01-01 08:10:00,2,7
PC0000723,T0001008,S0045,2025-01-01 08:10:00,8,28
PC0000724,T0000492,S0035,2025-01-01 08:10:00,1,2
PC0000725,T0000931,S0031,2025-01-01 08:10:00,5,12
PC0000726,T0000113,S0060,2025-01-01 08:10:00,31,1
PC0000727,T0001685,S0080,2025-01-01 08:10:00,15,2
PC0000728,T0002000,S0060,2025-01-01 08:10:00,16,24
PC0000729,T0000908,S0048,2025-01-01 08:10:00,36,7
PC0000730,T0001228,S0099,2025-01-01 08:10:00,34,11
PC0000731,T0001795,S0007,2025-01-01 08:10:00,48,3
PC0000732,T0000405,S0066,2025-01-01 08:10:00,19,23
PC0000733,T0000155,S0084,2025-01-01 08:10:00,37,30
PC0000734,T0001371,S0030,2025-01-01 08:10:00,0,24
PC0000735,T0000337,S0038,2025-01-01 08:10:00,47,26
PC0000736,T0000556,S0064,2025-01-01 08:10:00,37,22
PC0000737,T0000235,S0037,2025-01-01 08:10:00,7,30
PC0000738,T0000057,S0031,2025-01-01 08:10:00,27,21
PC0000739,T0000132,S0054,2025-01-01 08:10:00,26,12
PC0000740,T0001436,S0068,2025-01-01 08:10:00,20,11
PC0000741,T0000305,S0044,2025-01-01 08:10:00,33,26
PC0000742,T0000945,S0023,2025-01-01 08:10:00,41,3
PC0000743,T0001002,S0094,2025-01-01 08:10:00,11,11
PC0000744,T0001568,S0047,2025-01-01 08:10:00,42,18
PC0000745,T0001685,S0062,2025-01-01 08:10:00,21,0
PC0000746,T0000759,S0066,2025-01-01 08:10:00,500,28
PC0000747,T0001311,S0043,2025-01-01 08:10:00,17,14
PC0000748,T0000162,S0009,2025-01-01 08:10:00,26,27
PC0000749,T0000194,S0077,2025-01-01 08:10:00,24,15
PC0000750,T0001224,S0058,2025-01-01 08:10:00,5,26
PC0000751,T0001917,S0086,2025-01-01 08:10:00,0,17
PC0000752,T0001033,S0002,2025-01-01 08:10:00,9,19
PC0000753,T0000995,S0011,2025-01-01 08:10:00,20,26
PC0000754,T0000603,S0052,2025-01-01 08:10:00,10,26
PC0000755,T0001246,S0011,2025-01-01 08:10:00,33,5
PC0000756,T0000247,S0067,2025-01-01 08:10:00,15,28
PC0000757,T0000261,S0079,2025-01-01 08:10:00,23,23
PC0000758,T0001194,S0015,2025-01-01 08:10:00,1,2
PC0000759,T0001747,S0032,2025-01-01 08:10:00,10,19
PC0000760,T0000263,S0020,2025-01-01 08:10:00,20,5
PC0000761,T0000564,S0019,2025-01-01 08:10:00,46,1
PC0000762,T0000076,S0009,2025-01-01 08:10:00,14,21
PC0000763,T0000747,S0012,2025-01-01 08:10:00,32,21
PC0000764,T0001672,S0099,2025-01-01 08:10:00,43,18
PC0000765,T0001063,S0029,2025-01-01 08:10:00,21,25
PC0000766,T0001241,S0079,2025-01-01 08:10:00,2,1
PC0000767,T0001918,S0053,2025-01-01 08:10:00,16,5
PC0000768,T0001848,S0012,2025-01-01 08:10:00,25,15
PC0000769,T0001299,S0086,2025-01-01 08:10:00,-5,23
PC0000770,T0000387,S0093,2025-01-01 08:10:00,25,29
PC0000771,T0000379,S0085,2025-01-01 08:10:00,10,23
PC0000772,T0000183,S0007,2025-01-01 08:10:00,19,19
PC0000773,T0000292,S0007,2025-01-01 08:10:00,26,0
PC0000774,T0001147,S0093,2025-01-01 08:10:00,8,15
PC0000775,T0001985,S0041,2025-01-01 08:10:00,36,16
PC0000776,T0000754,S0083,2025-01-01 08:10:00,12,6
PC0000777,T0000775,S0007,2025-01-01 08:10:00,22,5
PC0000778,T0000636,S0046,2025-01-01 08:10:00,6,12
PC0000779,T0000229,S0092,2025-01-01 08:10:00,39,25
PC0000780,T0000135,S0003,2025-01-01 08:10:00,39,10
PC0000781,T0001663,S0062,2025-01-01 08:10:00,19,16
PC0000782,T0001869,S0001,2025-01-01 08:10:00,18,16
PC0000783,T0001808,S0049,2025-01-01 08:10:00,14,21
PC0000784,T0001093,S0027,2025-01-01 08:10:00,39,10
PC0000785,T0000896,S0057,2025-01-01 08:10:00,1,23
PC0000786,T0001558,S0051,2025-01-01 08:10:00,45,26
PC0000787,T0001340,S0084,2025-01-01 08:10:00,15,9
PC0000788,T0001634,S0056,2025-01-01 08:10:00,0,27
PC0000789,T0000158,S0031,2025-01-01 08:10:00,12,26
PC0000790,T0001266,S0063,2025-01-01 08:10:00,14,13
PC0000791,T0001046,S0095,2025-01-01 08:10:00,45,18
PC0000792,T0000046,S0090,2025-01-01 08:10:00,17,8
PC0000793,T0001122,S0085,2025-01-01 08:10:00,39,22
PC0000794,T0000927,S0043,2025-01-01 08:10:00,25,22
PC0000795,T0000335,S0054,2025-01-01 08:10:00,29,24
PC0000796,T0000941,S0023,2025-01-01 08:10:00,50,26
PC0000797,T0000565,S0066,2025-01-01 08:10:00,1,6
PC0000798,T0001936,S0061,2025-01-01 08:10:00,44,1
PC0000799,T0001630,S0014,2025-01-01 08:10:00,19,0
PC0000800,T0001347,S0047,2025-01-01 08:10:00,46,30
PC0000801,T0000407,S0027,2025-01-01 08:10:00,8,24
PC0000802,T0001209,S0053,2025-01-01 08:10:00,48,26
PC0000803,T0000558,S0088,2025-01-01 08:10:00,25,8
PC0000804,T0001756,S0016,2025-01-01 08:10:00,14,1
PC0000805,T0000404,S0070,2025-01-01 08:10:00,1,15
PC0000806,T0000227,S0010,2025-01-01 08:10:00,17,29
PC0000807,T0000060,S0100,2025-01-01 08:10:00,27,11
PC0000808,T0001985,S0065,2025-01-01 08:10:00,24,1
PC0000809,T0000065,S0030,2025-01-01 08:10:00,48,26
PC0000810,T0000700,S0004,2025-01-01 08:10:00,8,1
PC0000811,T0001679,S0093,2025-01-01 08:10:00,24,25
PC0000812,T0000653,S0092,2025-01-01 08:10:00,46,11
PC0000813,T0001814,S0031,2025-01-01 08:10:00,36,30
PC0000814,T0000137,S0076,2025-01-01 08:10:00,16,9
PC0000815,T0000051,S0008,2025-01-01 08:10:00,15,3
PC0000816,T0001652,S0091,2025-01-01 08:10:00,6,9
PC0000817,T0001818,S0038,2025-01-01 08:10:00,36,28
PC0000818,T0000886,S0019,2025-01-01 08:10:00,35,5
PC0000819,T0000816,S0022,2025-01-01 08:10:00,24,2
PC0000820,T0000372,S0075,2025-01-01 08:10:00,7,6
PC0000821,T0001787,S0098,2025-01-01 08:10:00,19,3
PC0000822,T0000226,S0020,2025-01-01 08:10:00,4,8
PC0000823,T0000919,S0081,2025-01-01 08:10:00,36,0
PC0000824,T0000580,S0075,2025-01-01 08:10:00,19,0
PC0000825,T0001567,S0039,2025-01-01 08:10:00,47,6
PC0000826,T0000677,S0080,2025-01-01 08:10:00,37,7
PC0000827,T0000395,S0008,2025-01-01 08:10:00,45,21
PC0000828,T0001378,S0005,2025-01-01 08:10:00,22,8
PC0000829,T0000913,S0021,2025-01-01 08:10:00,30,14
PC0000830,T0001378,S0057,2025-01-01 08:10:00,15,3
PC0000831,T0001715,S0095,2025-01-01 08:10:00,12,9
PC0000832,T0000486,S0002,2025-01-01 08:10:00,48,18
PC0000833,T0001259,S0001,2025-01-01 08:10:00,10,8
PC0000834,T0001638,S0066,2025-01-01 08:10:00,6,23
PC0000835,T0000427,S0027,2025-01-01 08:10:00,45,26
PC0000836,T0000813,S0010,2025-01-01 08:10:00,17,30
PC0000837,T0001423,S0016,2025-01-01 08:10:00,28,8
PC0000838,T0001293,S0027,2025-01-01 08:10:00,4,5
PC0000839,T0001593,S0041,2025-01-01 08:10:00,7,14
PC0000840,T0001122,S0037,2025-01-01 08:10:00,3,15
PC0000841,T0000598,S0023,2025-01-01 08:10:00,33,7
PC0000842,T0000792,S0018,2025-01-01 08:10:00,30,28
PC0000843,T0000855,S0065,2025-01-01 08:10:00,16,20
PC0000844,T0001196,S0012,2025-01-01 08:10:00,5,14
PC0000845,T0001076,S0007,2025-01-01 08:10:00,27,8
PC0000846,T0001666,S0035,2025-01-01 08:10:00,0,14
PC0000847,T0000493,S0021,2025-01-01 08:10:00,11,16
PC0000848,T0000130,S0055,2025-01-01 08:10:00,28,18
PC0000849,T0001925,S0077,2025-01-01 08:10:00,3,2
PC0000850,T0000725,S0081,2025-01-01 08:10:00,5,5
PC0000851,T0001537,S0066,2025-01-01 08:10:00,15,18
PC0000852,T0000565,S0094,2025-01-01 08:10:00,27,29
PC0000853,T0001670,S0032,2025-01-01 08:10:00,17,18
PC0000854,T0000041,S0034,2025-01-01 08:10:00,40,20
PC0000855,T0001348,S0086,2025-01-01 08:10:00,35,2
PC0000856,T0000067,S0090,2025-01-01 08:10:00,43,9
PC0000857,T0000911,S0065,2025-01-01 08:10:00,12,30
PC0000858,T0001590,S0015,2025-01-01 08:10:00,19,20
PC0000859,T0001173,S0091,2025-01-01 08:10:00,28,24
PC0000860,T0001542,S0066,2025-01-01 08:10:00,42,20
PC0000861,T0001316,S0024,2025-01-01 08:10:00,25,26
PC0000862,T0001222,S0077,2025-01-01 08:10:00,500,10
PC0000863,T0001633,S0046,2025-01-01 08:10:00,6,17
PC0000864,T0000288,S0002,2025-01-01 08:10:00,49,30
PC0000865,T0001672,S0007,2025-01-01 08:10:00,35,15
PC0000866,T0001401,S0077,2025-01-01 08:10:00,22,6
PC0000867,T0000523,S0033,2025-01-01 08:10:00,0,7
PC0000868,T0000503,S0040,2025-01-01 08:10:00,49,1
PC0000869,T0000726,S0097,2025-01-01 08:10:00,50,14
PC0000870,T0000981,S0065,2025-01-01 08:10:00,50,19
PC0000871,T0000376,S0098,2025-01-01 08:10:00,3,25
