ticket_id,passenger_id,trip_id,boarding_stop_id,alighting_stop_id,timestamp,fare
TK00001221,P000807,T0001041,S0081,S0042,2025-01-01 08:15:00,3.19
TK00001222,P000215,T0000264,S0055,S0062,2025-01-01 08:15:00,1.52
TK00001223,P000553,T0001468,S0036,S0091,2025-01-01 08:15:00,1.88
TK00001224,P000429,T0000680,S0061,S0039,2025-01-01 08:15:00,2.71
TK00001225,,T0000621,S0060,S0017,2025-01-01 08:15:00,2.49
TK00001226,P000911,T0000048,S0086,S0024,2025-01-01 08:15:00,4.81
TK00001227,P000832,T0000048,S0011,S0100,2025-01-01 08:15:00,4.53
TK00001228,P000514,T0000199,S0073,S0023,2025-01-01 08:15:00,1.7
TK00001229,P000537,T0001997,S0011,S0080,2025-01-01 08:15:00,2.12
TK00001230,P000148,T0001959,S0054,S0068,2025-01-01 08:15:00,3.79
TK00001231,P000123,T0000352,S0047,S0049,2025-01-01 08:15:00,3.26
TK00001232,P000941,T0001519,S0013,S0080,2025-01-01 08:15:00,3.51
TK00001233,P000241,T0001261,S0045,S0031,2025-01-01 08:15:00,3.86
TK00001233,P000241,T0001261,S0045,S0031,2025-01-01 08:15:00,3.86
TK00001234,P000366,T0000591,S0088,S0093,2025-01-01 08:15:00,3.89
TK00001235,P000282,T0001126,S0096,S0052,2025-01-01 08:15:00,2.04
TK00001236,P000055,T0000937,S0003,S0013,2025-01-01 08:15:00,2.0
TK00001237,P000011,T0001683,S0073,S0022,2025-01-01 08:15:00,2.67
TK00001238,P000171,T0001628,S0057,S0094,2025-01-01 08:15:00,3.23
TK00001239,P000043,T0001116,S0077,S0019,2025-01-01 08:15:00,2.31
TK00001240,P000564,T0001977,S0003,S0063,2025-01-01 08:15:00,2.09
TK00001241,P000576,T0001485,S0090,S0056,2025-01-01 08:15:00,1.79
TK00001242,P000647,T0001153,S0011,S0065,2025-01-01 08:15:00,4.71
TK00001243,P000614,T0000089,S0061,S0068,2025-01-01 08:15:00,4.34
TK00001244,P000101,T0000040,S0056,S0028,2025-01-01 08:15:00,2.64
TK00001245,P000044,T0000220,S0085,S0069,2025-01-01 08:15:00,4.17
TK00001246,P000342,T0000951,S0033,S0061,2025-01-01 08:15:00,3.02
TK00001247,P000722,T0000440,S0011,S0021,2025-01-01 08:15:00,1.81
TK00001248,P000711,T0000005,S0100,S0044,2025-01-01 08:15:00,1.52
TK00001249,P000376,T0000730,S0004,S0025,2025-01-01 08:15:00,1.87
TK00001250,P000995,T0000643,S0076,S0013,2025-01-01 08:15:00,3.26
TK00001251,P000936,T0001800,S0006,S0021,2025-01-01 08:15:00,3.07
TK00001252,P000427,T0000827,S0025,S0055,2025-01-01 08:15:00,4.67
TK00001253,P000349,T0000391,S0058,S0017,2025-01-01 08:15:00,3.61
TK00001254,P000323,T0001120,S0070,S0081,2025-01-01 08:15:00,3.54
TK00001255,P000520,T0001689,S0085,S0007,2025-01-01 08:15:00,3.82
TK00001256,P000964,T0000993,S0071,S0066,2025-01-01 08:15:00,4.5
TK00001257,P000648,T0000628,S0100,S0080,2025-01-01 08:15:00,4.55
TK00001258,P000869,T0001457,S0003,S0002,2025-01-01 08:15:00,3.29
TK00001259,P000915,T0000935,S0064,S0022,2025-01-01 08:15:00,2.06
TK00001260,P000910,T0001354,S0095,S0012,2025-01-01 08:15:00,3.95
TK00001261,P000381,T0001405,S0041,S0064,2025-01-01 08:15:00,2.84
TK00001262,P000443,T0000977,S0052,S0051,2025-01-01 08:15:00,1.95
TK00001263,P000919,T0001110,S0095,S0039,2025-01-01 08:15:00,2.19
TK00001264,P000707,T0000735,S0007,S0072,2025-01-01 08:15:00,3.42
TK00001265,P000304,T0000433,S0046,S0053,2025-01-01 08:15:00,1.96
TK00001266,P000631,T0001301,S0027,S0088,2025-01-01 08:15:00,4.81
TK00001267,P000824,T0000329,S0030,S0023,2025-01-01 08:15:00,3.27
TK00001268,P000890,T0001330,S0064,S0041,2025-01-01 08:15:00,2.87
TK00001269,P000191,T0001905,S0037,S0063,2025-01-01 08:15:00,5.0
TK00001270,P000479,T0000555,S0009,S0010,2025-01-01 08:15:00,2.08
TK00001271,P000953,T0000025,S0092,S0025,2025-01-01 08:15:00,4.15
TK00001272,P000191,T0000748,S0061,S0017,2025-01-01 08:15:00,3.44
TK00001273,P000988,T0000164,S0005,S0014,2025-01-01 08:15:00,4.95
TK00001274,P000310,T0001920,S0039,S0044,2025-01-01 08:15:00,2.01
TK00001274,P000310,T0001920,S0039,S0044,2025-01-01 08:15:00,2.01
TK00001275,P000879,T0000126,S0089,S0096,2025-01-01 08:15:00,1.93
TK00001276,P000478,T0001147,S0067,S0024,2025-01-01 08:15:00,3.83
TK00001277,P000408,T0000606,S0011,S0059,2025-01-01 08:15:00,4.16
TK00001278,P000644,T0001054,S0020,S0055,2025-01-01 08:15:00,2.34
TK00001279,P000738,T0001060,S0056,S0092,2025-01-01 08:15:00,2.65
TK00001280,P000199,T0001915,S0045,S0009,2025-01-01 08:15:00,4.04
TK00001281,P000164,T0001890,S0002,S0012,2025-01-01 08:15:00,2.97
TK00001282,P000645,T0000377,S0069,S0017,2025-01-01 08:15:00,2.74
TK00001283,P000305,T0001527,S0019,S0078,2025-01-01 08:15:00,4.01
TK00001284,P000875,T0000827,S0087,S0010,2025-01-01 08:15:00,2.48
TK00001285,P000867,T0001035,S0028,S0058,2025-01-01 08:15:00,4.08
TK00001286,P000499,T0001904,S0078,S0081,2025-01-01 08:15:00,4.46
TK00001287,P000102,T0001494,S0091,S0091,2025-01-01 08:15:00,4.23
TK00001288,P000668,T0000398,S0037,S0065,2025-01-01 08:15:00,3.07
TK00001289,P000534,T0001563,S0015,S0039,2025-01-01 08:15:00,3.54
TK00001290,P000050,T0001345,S0040,S0027,2025-01-01 08:15:00,1.8
TK00001290,P000050,T0001345,S0040,S0027,2025-01-01 08:15:00,1.8
TK00001291,P000944,T0000283,S0041,S0074,2025-01-01 08:15:00,3.09
TK00001292,P000319,T0000921,S0055,S0020,2025-01-01 08:15:00,3.31
TK00001293,P000323,T0000184,S0081,S0031,2025-01-01 08:15:00,2.39
TK00001294,P000874,T0000286,S0056,S0008,2025-01-01 08:15:00,1.82
TK00001294,P000874,T0000286,S0056,S0008,2025-01-01 08:15:00,1.82
TK00001295,P000487,T0001208,S0038,S0068,2025-01-01 08:15:00,2.14
TK00001296,P000995,T0001325,S0028,S0082,2025-01-01 08:15:00,4.98
TK00001297,P000497,T0001171,S0077,S0030,2025-01-01 08:15:00,3.47
TK00001298,P000122,T0001262,S0004,S0090,2025-01-01 08:15:00,3.57
TK00001299,P000534,T0001808,S0030,S0048,2025-01-01 08:15:00,1.8
TK00001300,P000684,T0000758,S0007,S0011,2025-01-01 08:15:00,1.61
TK00001301,P000853,T0001723,S0015,S0054,2025-01-01 08:15:00,4.9
TK00001302,P000410,T0001100,S0076,S0067,2025-01-01 08:15:00,4.5
TK00001303,P000690,T0000164,S0087,S0096,2025-01-01 08:15:00,3.91
TK00001304,P000028,T0000653,S0041,S0068,2025-01-01 08:15:00,3.89
TK00001305,P000849,T0001971,S0089,S0088,2025-01-01 08:15:00,3.67
TK00001306,P000937,T0001027,S0100,S0065,2025-01-01 08:15:00,3.8
TK00001307,P000388,T0000100,S0003,S0069,2025-01-01 08:15:00,2.04
TK00001308,P000339,T0001865,S0037,S0062,2025-01-01 08:15:00,3.34
TK00001309,P000720,T0001894,S0016,S0016,2025-01-01 08:15:00,3.84
TK00001310,P000011,T0001209,S0066,S0029,2025-01-01 08:15:00,4.37
TK00001311,P000374,T0001195,S0016,S0073,2025-01-01 08:15:00,2.37
TK00001312,P000990,T0001313,S0093,S0020,2025-01-01 08:15:00,2.41
TK00001313,P000172,T0001669,S0016,S0037,2025-01-01 08:15:00,4.66
TK00001314,P000176,T0001104,S0015,S0007,2025-01-01 08:15:00,2.09
TK00001315,P000551,T0000899,S0078,S0056,2025-01-01 08:15:00,2.55
TK00001316,P000671,T0001197,S0011,S0023,2025-01-01 08:15:00,4.57
TK00001317,P000202,T0001280,S0035,S0085,2025-01-01 08:15:00,1.75
TK00001318,P000806,T0001342,S0069,S0028,2025-01-01 08:15:00,1.88
TK00001319,P000906,T0001520,S0028,S0023,2025-01-01 08:15:00,3.24
TK00001320,P000661,T0001940,S0053,S0017,2025-01-01 08:15:00,3.79
TK00001321,P000772,T0001631,S0090,S0061,2025-01-01 08:15:00,2.69
TK00001322,P000578,T0001351,S0042,S0036,2025-01-01 08:15:00,2.81
TK00001323,P000214,T0000262,S0084,S0094,2025-01-01 08:15:00,3.32
TK00001324,P000067,T0000710,S0052,S0083,2025-01-01 08:15:00,3.59
TK00001325,P000135,T0001114,S0086,S0003,2025-01-01 08:15:00,4.75
TK00001326,P000605,T0000775,S0080,S0070,2025-01-01 08:15:00,3.38
TK00001327,P000571,T0001830,S0069,S0027,2025-01-01 08:15:00,3.08
TK00001328,P000666,T0000669,S0029,S0070,2025-01-01 08:15:00,1.76
TK00001329,P000001,T0000924,S0083,S0072,2025-01-01 08:15:00,2.49
TK00001330,P000116,T0000683,S0024,S0098,2025-01-01 08:15:00,1.72
TK00001331,,T0000339,S0026,S0003,2025-01-01 08:15:00,2.93
TK00001332,P000034,T0001947,S0017,S0081,2025-01-01 08:15:00,4.89
TK00001333,P000070,T0001837,S0012,S0043,2025-01-01 08:15:00,2.75
TK00001334,P000323,T0001599,S0083,S0064,2025-01-01 08:15:00,4.86
TK00001335,P000845,T0000585,S0093,S0049,2025-01-01 08:15:00,2.75
TK00001336,P000073,T0001471,S0076,S0019,2025-01-01 08:15:00,2.85
TK00001337,P000636,T0000353,S0013,S0020,2025-01-01 08:15:00,3.45
TK00001338,P000065,T0001343,S0086,S0046,2025-01-01 08:15:00,3.88
TK00001339,P000934,T0000669,S0073,S0010,2025-01-01 08:15:00,1.99
TK00001340,P000309,T0000689,S0009,S0029,2025-01-01 08:15:00,4.68
TK00001341,P000681,T0001161,S0096,S0065,2025-01-01 08:15:00,4.84
TK00001342,P000244,T0000954,S0052,S0067,2025-01-01 08:15:00,4.53
TK00001343,P000017,T0001138,S0098,S0088,2025-01-01 08:15:00,2.41
TK00001344,P000535,T0000240,S0062,S0026,2025-01-01 08:15:00,2.74
TK00001345,P000481,T0000851,S0006,S0018,2025-01-01 08:15:00,2.51
TK00001346,P000919,T0001727,S0010,S0004,2025-01-01 08:15:00,2.08
TK00001347,P000763,T0001209,S0100,S0035,2025-01-01 08:15:00,1.77
TK00001348,P000700,T0000998,S0017,S0088,2025-01-01 08:15:00,2.46
TK00001349,P000761,T0001683,S0023,S0015,2025-01-01 08:15:00,4.29
TK00001350,P000913,T0001268,S0065,S0007,2025-01-01 08:15:00,3.83
TK00001351,P000868,T0001760,S0035,S0081,2025-01-01 08:15:00,4.4
TK00001352,P000733,T0001268,S0098,S0065,2025-01-01 08:15:00,4.27
TK00001353,P000881,T0000655,S0051,S0045,2025-01-01 08:15:00,4.01
TK00001354,P000859,T0000231,S0007,S0091,2025-01-01 08:15:00,2.25
TK00001355,P000295,T0001972,S0004,S0057,2025-01-01 08:15:00,2.03
TK00001356,P000058,T0001064,S0009,S0028,2025-01-01 08:15:00,1.8
TK00001357,P000575,T0001555,S0087,S0039,2025-01-01 08:15:00,3.82
TK00001358,P000200,T0001304,S0004,S0087,2025-01-01 08:15:00,4.35
TK00001359,P000019,T0001728,S0068,S0002,2025-01-01 08:15:00,3.81
TK00001360,P000727,T0001261,S0039,S0057,2025-01-01 08:15:00,3.75
TK00001361,P000965,T0000997,S0077,S0012,2025-01-01 08:15:00,3.71
TK00001362,P000219,T0001613,S0096,S0017,2025-01-01 08:15:00,4.53
TK00001363,P000090,T0000433,S0088,S0054,2025-01-01 08:15:00,4.2
TK00001364,P000293,T0001393,S0073,S0060,2025-01-01 08:15:00,2.81
TK00001365,P000341,T0000650,S0072,S0027,2025-01-01 08:15:00,1.95
TK00001366,P000372,T0000991,S0019,S0028,2025-01-01 08:15:00,4.35
TK00001367,P000132,T0001003,S0100,S0064,2025-01-01 08:15:00,2.91
TK00001368,P000071,T0000928,S0090,S0064,2025-01-01 08:15:00,3.64
TK00001369,P000487,T0001583,S0075,S0019,2025-01-01 08:15:00,1.55
TK00001370,P000907,T0000155,S0065,S0045,2025-01-01 08:15:00,3.46
TK00001371,P000497,T0001140,S0024,S0020,2025-01-01 08:15:00,1.96
TK00001372,P000875,T0000525,S0070,S0011,2025-01-01 08:15:00,4.95
TK00001373,P000841,T0001197,S0003,S0060,2025-01-01 08:15:00,3.72
TK00001374,P000376,T0000726,S0046,S0006,2025-01-01 08:15:00,1.99
TK00001375,P000579,T0001895,S0052,S0098,2025-01-01 08:15:00,3.52
TK00001376,P000479,T0001085,S0024,S0003,2025-01-01 08:15:00,4.5
TK00001377,P000619,T0000360,S0074,S0015,2025-01-01 08:15:00,2.14
TK00001378,P000968,T0000046,S0008,S0053,2025-01-01 08:15:00,3.21
TK00001379,P000616,T0000142,S0045,S0087,2025-01-01 08:15:00,4.45
TK00001380,P000156,T0000316,S0062,S0053,2025-01-01 08:15:00,1.95
TK00001381,P000185,T0001966,S0096,S0049,2025-01-01 08:15:00,3.71
TK00001382,P000346,T0000658,S0013,S0097,2025-01-01 08:15:00,3.08
TK00001383,P000380,T0001104,S0100,S0089,2025-01-01 08:15:00,2.56
TK00001384,P000817,T0000699,S0082,S0095,2025-01-01 08:15:00,2.62
TK00001385,P000410,T0001720,S0031,S0018,2025-01-01 08:15:00,4.96
TK00001386,P000350,T0000940,S0078,S0021,2025-01-01 08:15:00,4.84
TK00001387,P000197,T0001266,S0025,S0013,2025-01-01 08:15:00,3.77
TK00001388,P000776,T0000990,S0013,S0032,2025-01-01 08:15:00,4.27
TK00001389,P000416,T0001337,S0082,S0044,2025-01-01 08:15:00,4.2
TK00001390,P000802,T0000281,S0099,S0095,2025-01-01 08:15:00,2.46
TK00001391,P000109,T0001840,S0084,S0085,2025-01-01 08:15:00,2.66
TK00001392,P000990,T0001426,S0051,S0004,2025-01-01 08:15:00,3.73
TK00001392,P000990,T0001426,S0051,S0004,2025-01-01 08:15:00,3.73
TK00001393,P000407,T0000394,S0001,S0098,2025-01-01 08:15:00,3.64
TK00001394,P000798,T0000250,S0073,S0045,2025-01-01 08:15:00,2.71
TK00001395,P000890,T0001513,S0074,S0045,2025-01-01 08:15:00,1.56
TK00001396,P000260,T0001779,S0019,S0090,2025-01-01 08:15:00,1.67
TK00001397,P000239,T0000499,S0047,S0064,2025-01-01 08:15:00,2.5
TK00001398,P000408,T0000111,S0021,S0015,2025-01-01 08:15:00,3.77
TK00001399,P000398,T0001265,S0014,S0013,2025-01-01 08:15:00,3.91
TK00001400,P000226,T0000996,S0040,S0090,2025-01-01 08:15:00,2.76
TK00001401,P000932,T0000386,S0053,S0003,2025-01-01 08:15:00,3.5
TK00001402,P000600,T0001967,S0019,S0001,2025-01-01 08:15:00,2.45
TK00001403,P000312,T0000947,S0097,S0079,2025-01-01 08:15:00,3.15
TK00001404,P000409,T0001409,S0069,S0085,2025-01-01 08:15:00,3.4
TK00001405,P000880,T0001416,S0027,S0049,2025-01-01 08:15:00,2.82
TK00001406,P000707,T0001609,S0063,S0032,2025-01-01 08:15:00,3.82
TK00001407,P000630,T0000435,S0033,S0024,2025-01-01 08:15:00,3.89
TK00001408,P000859,T0001677,S0097,S0018,2025-01-01 08:15:00,3.52
TK00001409,P000826,T0001932,S0008,S0030,2025-01-01 08:15:00,2.54
TK00001410,P000179,T0001797,S0062,S0041,2025-01-01 08:15:00,1.94
TK00001411,P000001,T0000399,S0039,S0067,2025-01-01 08:15:00,4.07
TK00001412,P000652,T0000677,S0070,S0022,2025-01-01 08:15:00,1.78
TK00001413,P000436,T0000362,S0095,S0034,2025-01-01 08:15:00,3.18
TK00001414,P000487,T0001265,S0026,S0091,2025-01-01 08:15:00,3.78
TK00001415,P000894,T0001561,S0066,S0045,2025-01-01 08:15:00,3.28
TK00001416,P000715,T0000142,S0019,S0022,2025-01-01 08:15:00,4.78
TK00001417,P000450,T0001855,S0046,S0072,2025-01-01 08:15:00,3.69
TK00001418,P000004,T0001932,S0052,S0014,2025-01-01 08:15:00,1.6
TK00001419,P000486,T0001274,S0069,S0035,2025-01-01 08:15:00,4.55
TK00001420,P000901,T0001869,S0020,S0076,2025-01-01 08:15:00,2.05
TK00001421,P000277,T0001305,S0066,S0076,2025-01-01 08:15:00,1.86
TK00001422,,T0001570,S0015,S0048,2025-01-01 08:15:00,1.71
TK00001423,P000367,T0000354,S0062,S0071,2025-01-01 08:15:00,3.12
TK00001424,P000235,T0000934,S0017,S0091,2025-01-01 08:15:00,4.27
TK00001425,P000807,T0000532,S0039,S0003,2025-01-01 08:15:00,2.32
TK00001426,P000638,T0001080,S0015,S0038,2025-01-01 08:15:00,3.15
TK00001427,P000502,T0001124,S0063,S0069,2025-01-01 08:15:00,1.73
TK00001428,P000099,T0000659,S0071,S0005,2025-01-01 08:15:00,3.19
TK00001429,P000121,T0000008,S0010,S0035,2025-01-01 08:15:00,4.45
TK00001430,P000292,T0000836,S0026,S0062,2025-01-01 08:15:00,3.18
TK00001430,P000292,T0000836,S0026,S0062,2025-01-01 08:15:00,3.18
TK00001431,P000959,T0000529,S0021,S0001,2025-01-01 08:15:00,4.97
TK00001432,P000156,T0000567,S0058,S0059,2025-01-01 08:15:00,2.63
TK00001433,P000166,T0000646,S0036,S0099,2025-01-01 08:15:00,3.34
TK00001434,P000941,T0001987,S0089,S0092,2025-01-01 08:15:00,2.5
TK00001435,P000773,T0000728,S0045,S0009,2025-01-01 08:15:00,2.03
TK00001436,P000602,T0001773,S0004,S0002,2025-01-01 08:15:00,4.97
TK00001437,P000864,T0000811,S0063,S0056,2025-01-01 08:15:00,1.9
TK00001438,P000076,T0000680,S0067,S0066,2025-01-01 08:15:00,2.7
TK00001439,P000551,T0001219,S0090,S0083,2025-01-01 08:15:00,2.68
TK00001440,P000214,T0001232,S0056,S0032,2025-01-01 08:15:00,4.95
TK00001441,P000131,T0000901,S0034,S0072,2025-01-01 08:15:00,3.53
TK00001442,P000070,T0000873,S0040,S0039,2025-01-01 08:15:00,1.89
TK00001443,P000423,T0001099,S0016,S0079,2025-01-01 08:15:00,1.5
TK00001444,P000009,T0001200,S0040,S0047,2025-01-01 08:15:00,3.72
TK00001445,P000275,T0001494,S0041,S0085,2025-01-01 08:15:00,3.19
TK00001446,P000214,T0001638,S0016,S0010,2025-01-01 08:15:00,3.14
TK00001447,P000875,T0001777,S0090,S0051,2025-01-01 08:15:00,4.35
TK00001448,P000172,T0000792,S0091,S0074,2025-01-01 08:15:00,1.85
TK00001449,P000996,T0000947,S0075,S0005,2025-01-01 08:15:00,2.38
TK00001450,P000074,T0000853,S0051,S0028,2025-01-01 08:15:00,2.87
TK00001451,P000760,T0000608,S0088,S0001,2025-01-01 08:15:00,3.9
TK00001452,P000276,T0001733,S0081,S0024,2025-01-01 08:15:00,1.84
TK00001453,P000550,T0001028,S0070,S0018,2025-01-01 08:15:00,2.41
TK00001454,P000536,T0000682,S0065,S0047,2025-01-01 08:15:00,2.6
TK00001455,P000285,T0001181,S0067,S0023,2025-01-01 08:15:00,2.19
TK00001456,P000038,T0000813,S0022,S0052,2025-01-01 08:15:00,2.6
TK00001457,P000419,T0001344,S0035,S0011,2025-01-01 08:15:00,2.34
TK00001458,P000659,T0000431,S0055,S0004,2025-01-01 08:15:00,1.83
TK00001459,P000314,T0000365,S0049,S0098,2025-01-01 08:15:00,3.32
TK00001460,P000882,T0001568,S0036,S0016,2025-01-01 08:15:00,4.54
TK00001461,P000454,T0000285,S0020,S0067,2025-01-01 08:15:00,2.74
TK00001462,P000808,T0001101,S0086,S0084,2025-01-01 08:15:00,1.51
TK00001463,P000078,T0001816,S0061,S0097,2025-01-01 08:15:00,3.22
TK00001464,P000735,T0001921,S0024,S0081,2025-01-01 08:15:00,4.68
TK00001465,P000626,T0000850,S0021,S0048,2025-01-01 08:15:00,4.19
TK00001466,P000934,T0000067,S0062,S0050,2025-01-01 08:15:00,1.58
TK00001467,P000972,T0000973,S0045,S0062,2025-01-01 08:15:00,3.56
TK00001468,P000875,T0000037,S0075,S0018,2025-01-01 08:15:00,4.33
TK00001469,P000365,T0000846,S0020,S0085,2025-01-01 08:15:00,3.74
TK00001470,P000935,T0001384,S0007,S0012,2025-01-01 08:15:00,2.8
TK00001471,P000299,T0000756,S0007,S0069,2025-01-01 08:15:00,4.67
TK00001471,P000299,T0000756,S0007,S0069,2025-01-01 08:15:00,4.67
TK00001472,P000929,T0000723,S0054,S0049,2025-01-01 08:15:00,4.75
TK00001473,P000856,T0000933,S0026,S0074,2025-01-01 08:15:00,4.27
TK00001474,P000929,T0000292,S0019,S0098,2025-01-01 08:15:00,2.55
TK00001475,P000828,T0000669,S0053,S0098,2025-01-01 08:15:00,4.33
TK00001476,P000027,T0001661,S0021,S0013,2025-01-01 08:15:00,2.93
TK00001477,P000219,T0000557,S0052,S0081,2025-01-01 08:15:00,2.95
TK00001478,P000640,T0000330,S0052,S0027,2025-01-01 08:15:00,2.07
TK00001479,P000749,T0001040,S0046,S0083,2025-01-01 08:15:00,3.31
TK00001480,P000781,T0001208,S0057,S0058,2025-01-01 08:15:00,3.32
TK00001481,P000308,T0000780,S0004,S0084,2025-01-01 08:15:00,2.57
TK00001482,P000965,T0001026,S0064,S0015,2025-01-01 08:15:00,3.13
TK00001483,P000364,T0001704,S0040,S0011,2025-01-01 08:15:00,2.93
TK00001484,P000889,T0000372,S0066,S0058,2025-01-01 08:15:00,2.18
TK00001485,P000642,T0000810,S0041,S0030,2025-01-01 08:15:00,4.01
TK00001486,P000712,T0000549,S0060,S0033,2025-01-01 08:15:00,4.72
TK00001487,P000380,T0001328,S0088,S0066,2025-01-01 08:15:00,2.48
TK00001488,P000873,T0001984,S0043,S0096,2025-01-01 08:15:00,1.88
TK00001489,P000941,T0000270,S0042,S0015,2025-01-01 08:15:00,4.04
TK00001490,P000002,T0000010,S0011,S0100,2025-01-01 08:15:00,3.01
TK00001491,P000674,T0001282,S0057,S0020,2025-01-01 08:15:00,2.9
TK00001492,P000252,T0001317,S0090,S0027,2025-01-01 08:15:00,4.08
TK00001493,P000802,T0001326,S0074,S0015,2025-01-01 08:15:00,2.04
TK00001493,P000802,T0001326,S0074,S0015,2025-01-01 08:15:00,2.04
TK00001494,P000410,T0000617,S0074,S0019,2025-01-01 08:15:00,3.44
TK00001495,P000298,T0001848,S0014,S0030,2025-01-01 08:15:00,3.9
TK00001496,P000877,T0000567,S0020,S0008,2025-01-01 08:15:00,1.59
TK00001497,P000658,T0000173,S0061,S0088,2025-01-01 08:15:00,3.57
TK00001498,P000473,T0001882,S0013,S0027,2025-01-01 08:15:00,2.94
TK00001499,P000755,T0001753,S0061,S0067,2025-01-01 08:15:00,3.59
TK00001500,P000156,T0001647,S0084,S0023,2025-01-01 08:15:00,4.33
TK00001501,P000793,T0000963,S0018,S0031,2025-01-01 08:15:00,4.04
TK00001502,P000005,T0000077,S0009,S0077,2025-01-01 08:15:00,3.03
TK00001503,P000496,T0001449,S0062,S0023,2025-01-01 08:15:00,4.54
TK00001504,P000780,T0000515,S0096,S0088,2025-01-01 08:15:00,3.72
TK00001505,P000484,T0001674,S0007,S0024,2025-01-01 08:15:00,4.63
TK00001506,P000754,T0001100,S0068,S0085,2025-01-01 08:15:00,2.38
TK00001507,P000278,T0000146,S0080,S0014,2025-01-01 08:15:00,3.88
TK00001508,,T0000727,S0054,S0024,2025-01-01 08:15:00,2.44
TK00001509,P000724,T0001411,S0040,S0058,2025-01-01 08:15:00,3.28
TK00001510,P000383,T0000901,S0058,S0019,2025-01-01 08:15:00,3.45
TK00001511,P000065,T0001659,S0004,S0008,2025-01-01 08:15:00,1.92
TK00001512,P000802,T0000829,S0018,S0074,2025-01-01 08:15:00,3.53
TK00001513,P000947,T0001116,S0100,S0027,2025-01-01 08:15:00,3.48
TK00001514,P000491,T0001613,S0083,S0094,2025-01-01 08:15:00,2.2
TK00001515,P000062,T0000639,S0020,S0050,2025-01-01 08:15:00,4.27
TK00001516,P000436,T0001541,S0038,S0079,2025-01-01 08:15:00,2.41
TK00001517,P000450,T0001032,S0100,S0065,2025-01-01 08:15:00,3.65
TK00001518,P000723,T0000057,S0001,S0036,2025-01-01 08:15:00,2.09
TK00001519,P000074,T0000234,S0049,S0029,2025-01-01 08:15:00,2.16
TK00001520,P000171,T0001110,S0018,S0019,2025-01-01 08:15:00,4.86
TK00001521,P000213,T0000088,S0055,S0008,2025-01-01 08:15:00,3.3
TK00001522,P000935,T0001808,S0083,S0002,2025-01-01 08:15:00,3.51
TK00001523,P000893,T0001442,S0077,S0052,2025-01-01 08:15:00,3.98
TK00001524,P000141,T0001009,S0051,S0040,2025-01-01 08:15:00,2.99
TK00001525,P000905,T0001083,S0016,S0029,2025-01-01 08:15:00,1.54
TK00001526,P000573,T0000110,S0014,S0076,2025-01-01 08:15:00,4.54
TK00001527,P000105,T0001894,S0001,S0047,2025-01-01 08:15:00,4.49
TK00001528,P000196,T0000455,S0075,S0077,2025-01-01 08:15:00,4.45
TK00001529,P000121,T0000352,S0016,S0025,2025-01-01 08:15:00,1.77
TK00001530,P000103,T0001842,S0011,S0052,2025-01-01 08:15:00,1.59
TK00001531,P000160,T0000368,S0049,S0021,2025-01-01 08:15:00,1.84
TK00001532,P000302,T0000641,S0030,S0013,2025-01-01 08:15:00,2.88
TK00001533,P000871,T0000999,S0034,S0029,2025-01-01 08:15:00,4.27
TK00001534,P000082,T0000824,S0083,S0023,2025-01-01 08:15:00,3.9
TK00001535,P000237,T0001549,S0037,S0071,2025-01-01 08:15:00,3.16
TK00001536,P000009,T0001614,S0073,S0040,2025-01-01 08:15:00,3.48
TK00001537,P000200,T0001096,S0006,S0062,2025-01-01 08:15:00,1.78
TK00001538,P000690,T0000138,S0059,S0039,2025-01-01 08:15:00,4.86
TK00001539,P000793,T0000790,S0055,S0017,2025-01-01 08:15:00,3.14
TK00001540,P000982,T0000121,S0061,S0078,2025-01-01 08:15:00,2.99
TK00001541,P000956,T0000047,S0055,S0012,2025-01-01 08:15:00,4.95
TK00001542,P000012,T0001447,S0098,S0030,2025-01-01 08:15:00,2.25
TK00001543,P000036,T0000551,S0019,S0035,2025-01-01 08:15:00,3.13
TK00001544,P000764,T0001145,S0048,S0087,2025-01-01 08:15:00,3.22
TK00001545,P000784,T0001073,S0004,S0027,2025-01-01 08:15:00,4.36
TK00001546,P000339,T0001663,S0069,S0038,2025-01-01 08:15:00,3.52
TK00001547,P000729,T0000138,S0024,S0015,2025-01-01 08:15:00,1.87
TK00001548,P000104,T0000142,S0033,S0070,2025-01-01 08:15:00,4.06
TK00001549,P000994,T0000340,S0047,S0045,2025-01-01 08:15:00,4.49
TK00001550,P000929,T0001854,S0020,S0043,2025-01-01 08:15:00,2.37
TK00001551,P000140,T0001151,S0036,S0026,2025-01-01 08:15:00,2.53
TK00001552,P000580,T0000121,S0044,S0071,2025-01-01 08:15:00,2.5
TK00001553,P000221,T0000174,S0021,S0025,2025-01-01 08:15:00,4.8
TK00001554,P000770,T0000939,S0061,S0015,2025-01-01 08:15:00,2.31
TK00001555,P000859,T0001751,S0049,S0097,2025-01-01 08:15:00,1.89
TK00001556,P000930,T0000590,S0029,S0015,2025-01-01 08:15:00,3.82
TK00001557,P000129,T0000120,S0046,S0053,2025-01-01 08:15:00,4.3
TK00001558,P000102,T0000851,S0072,S0091,2025-01-01 08:15:00,2.46
TK00001559,P000782,T0000035,S0088,S0017,2025-01-01 08:15:00,3.68
TK00001560,P000883,T0001288,S0060,S0013,2025-01-01 08:15:00,4.75
TK00001561,P000103,T0001240,S0020,S0077,2025-01-01 08:15:00,1.53
